side,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,size_mult,pnl,equity_before,equity_after,bars_held
SHORT,2025-09-25T09:00:00+00:00,112192.29705200001,2025-09-25T17:00:00+00:00,110972.23240195643,TRAIL,0.05430407526926035,0.892,57.165425035658,9209.131939234454,9266.297364270113,8
LONG,2025-10-01T12:00:00+00:00,116615.11836,2025-10-05T02:00:00+00:00,122567.42980188964,TRAIL,0.05541203114449559,1.0,319.8894738937516,9266.297364270113,9586.186838163865,86
LONG,2025-10-05T09:00:00+00:00,124387.152456,2025-10-05T16:00:00+00:00,122355.73080744792,TRAIL,0.027471004896207504,0.5680000000000001,-60.88890026931184,9586.186838163865,9525.297937894553,7
LONG,2025-10-06T19:00:00+00:00,125844.36383999999,2025-10-07T07:00:00+00:00,123722.08616439132,TRAIL,0.028589253518962316,0.622,-66.0255233873625,9525.297937894553,9459.27241450719,12
LONG,2025-10-08T19:00:00+00:00,123374.67,2025-10-09T08:00:00+00:00,121122.01169550605,TRAIL,0.03283897060430779,0.82,-79.9967443501137,9459.27241450719,9379.275670157076,13
SHORT,2025-10-14T11:00:00+00:00,111033.698818,2025-10-14T18:00:00+00:00,113325.89289585696,TRAIL,0.028856041634517174,0.784,-70.99924503473275,9379.275670157076,9308.276425122343,7
LONG,2025-10-27T07:00:00+00:00,115676.020578,2025-10-27T23:00:00+00:00,113957.91856900755,TRAIL,0.05393479736121809,0.982,-101.95442868227319,9308.276425122343,9206.32199644007,16
SHORT,2025-10-29T19:00:00+00:00,110937.808,2025-10-30T07:00:00+00:00,111405.29659089171,TRAIL,0.03679195490126204,1.0,-23.335147260478188,9206.32199644007,9182.986849179591,12
SHORT,2025-11-05T03:00:00+00:00,102143.5672,2025-11-05T19:00:00+00:00,104458.31521618912,TRAIL,0.012755143674795062,0.514,-31.501371037715202,9182.986849179591,9151.485478141876,16
SHORT,2025-11-06T15:00:00+00:00,102363.163272,2025-11-07T17:00:00+00:00,102091.09751884367,TRAIL,0.02122352345155209,0.586,2.5197640434794697,9151.485478141876,9154.005242185356,26
SHORT,2025-11-16T16:00:00+00:00,94822.651676,2025-11-17T07:00:00+00:00,95683.74008441756,TRAIL,0.013935041208804233,0.2799999999999999,-13.99033827051391,9154.005242185356,9140.014903914842,15
SHORT,2025-11-17T18:00:00+00:00,92986.94889,2025-11-18T15:00:00+00:00,92601.80620078681,TRAIL,0.011091969501548365,0.352,2.728082354023975,9140.014903914842,9142.742986268866,21
SHORT,2025-11-20T18:00:00+00:00,87470.45241,2025-11-23T01:00:00+00:00,85924.65540547934,TRAIL,0.008733239423764009,0.29799999999999993,12.364089597419675,9142.742986268866,9155.107075866286,55
