window,test_start,test_end,bars,trades,profit_factor,sharpe,max_drawdown,win_rate,equity_start,equity_end
0,2019-06-30T00:00:00+00:00,2019-09-28T00:00:00+00:00,2152,1,inf,2.018049654307951,0.0,1.0,10000.0,10057.594352053435
1,2019-09-28T00:00:00+00:00,2019-12-27T00:00:00+00:00,2156,1,inf,2.016175884494152,0.0,1.0,10057.594352053435,10058.624288748308
2,2019-12-27T00:00:00+00:00,2020-03-26T00:00:00+00:00,2153,0,0.0,0.0,0.0,0.0,10058.624288748308,10058.624288748308
3,2020-03-26T00:00:00+00:00,2020-06-24T00:00:00+00:00,2158,0,0.0,0.0,0.0,0.0,10058.624288748308,10058.624288748308
4,2020-06-24T00:00:00+00:00,2020-09-22T00:00:00+00:00,2157,0,0.0,0.0,0.0,0.0,10058.624288748308,10058.624288748308
5,2020-09-22T00:00:00+00:00,2020-12-21T00:00:00+00:00,2159,0,0.0,0.0,0.0,0.0,10058.624288748308,10058.624288748308
6,2020-12-21T00:00:00+00:00,2021-03-21T00:00:00+00:00,2153,0,0.0,0.0,0.0,0.0,10058.624288748308,10058.624288748308
7,2021-03-21T00:00:00+00:00,2021-06-19T00:00:00+00:00,2155,2,46.038141481538965,1.9728675910891627,-0.00024889707305286723,0.5,10058.624288748308,10172.687092961922
8,2021-06-19T00:00:00+00:00,2021-09-17T00:00:00+00:00,2156,1,0.0,-2.0161758844941526,-0.007012912259009685,0.0,10172.687092961922,10101.34693094062
9,2021-09-17T00:00:00+00:00,2021-12-16T00:00:00+00:00,2158,1,0.0,-2.0152409547501673,-0.006198830419143264,0.0,10101.34693094062,10038.730394310785
10,2021-12-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2160,1,0.0,-2.0143073244222034,-0.0013511080163347566,0.0,10038.730394310785,10025.16698520121
11,2022-03-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2160,2,inf,2.8493208267573813,0.0,1.0,10025.16698520121,10142.442322889738
12,2022-06-14T00:00:00+00:00,2022-09-12T00:00:00+00:00,2160,0,0.0,0.0,0.0,0.0,10142.442322889738,10142.442322889738
13,2022-09-12T00:00:00+00:00,2022-12-11T00:00:00+00:00,2160,2,0.13750538335839452,-1.7209464839912727,-0.0018967948813745084,0.5,10142.442322889738,10125.845208165392
14,2022-12-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2160,0,0.0,0.0,0.0,0.0,10125.845208165392,10125.845208165392
15,2023-03-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2159,1,0.0,-2.0147739773473625,-0.007895486865474144,0.0,10125.845208165392,10045.896730322498
16,2023-06-09T00:00:00+00:00,2023-09-07T00:00:00+00:00,2160,0,0.0,0.0,0.0,0.0,10045.896730322498,10045.896730322498
17,2023-09-07T00:00:00+00:00,2023-12-06T00:00:00+00:00,2160,0,0.0,0.0,0.0,0.0,10045.896730322498,10045.896730322498
18,2023-12-06T00:00:00+00:00,2024-03-05T00:00:00+00:00,2160,0,0.0,0.0,0.0,0.0,10045.896730322498,10045.896730322498
19,2024-03-05T00:00:00+00:00,2024-06-03T00:00:00+00:00,2160,0,0.0,0.0,0.0,0.0,10045.896730322498,10045.896730322498
20,2024-06-03T00:00:00+00:00,2024-09-01T00:00:00+00:00,2160,0,0.0,0.0,0.0,0.0,10045.896730322498,10045.896730322498
21,2024-09-01T00:00:00+00:00,2024-11-30T00:00:00+00:00,2160,1,0.0,-2.0143073244222034,-0.0025785634239382516,0.0,10045.896730322498,10019.992748453027
22,2024-11-30T00:00:00+00:00,2025-02-28T00:00:00+00:00,2160,0,0.0,0.0,0.0,0.0,10019.992748453027,10019.992748453027
23,2025-02-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,2160,2,0.0,-2.36555890890418,-0.00235178580780504,0.0,10019.992748453027,9996.427871712905
24,2025-05-29T00:00:00+00:00,2025-08-27T00:00:00+00:00,2160,0,0.0,0.0,0.0,0.0,9996.427871712905,9996.427871712905
25,2025-08-27T00:00:00+00:00,2025-11-25T00:00:00+00:00,2160,2,0.16284552264129415,-1.6641487976151061,-0.001528329720201671,0.5,9996.427871712905,9983.634777417627
26,2025-11-25T00:00:00+00:00,2026-02-23T00:00:00+00:00,1338,0,0.0,0.0,0.0,0.0,9983.634777417627,9983.634777417627
