window,test_start,test_end,bars,trades,profit_factor,sharpe,max_drawdown,win_rate,equity_start,equity_end
0,2019-06-30T00:00:00+00:00,2019-09-28T00:00:00+00:00,2152,6,1.9261820694971592,1.2732797757839203,-0.008452318720839846,0.5,10000.0,10111.933877724321
1,2019-09-28T00:00:00+00:00,2019-12-27T00:00:00+00:00,2156,5,1.3012874369089538,0.5605681793043559,-0.008806213826489717,0.4,10111.933877724321,10161.487292938096
2,2019-12-27T00:00:00+00:00,2020-03-26T00:00:00+00:00,2153,6,0.4215758224707582,-1.664889215142615,-0.013520192343413173,0.16666666666666666,10161.487292938096,10066.475465737276
3,2020-03-26T00:00:00+00:00,2020-06-24T00:00:00+00:00,2158,5,0.9715695511866063,-0.03475228758725675,-0.02651910289423287,0.4,10066.475465737276,10058.685127325645
4,2020-06-24T00:00:00+00:00,2020-09-22T00:00:00+00:00,2157,6,1.723222045977026,1.0529675623470403,-0.013351043404309149,0.3333333333333333,10058.685127325645,10174.181907148033
5,2020-09-22T00:00:00+00:00,2020-12-21T00:00:00+00:00,2159,9,0.8112679211044239,-0.4524069843199295,-0.012360636560601934,0.2222222222222222,10174.181907148033,10127.177170913414
6,2020-12-21T00:00:00+00:00,2021-03-21T00:00:00+00:00,2153,4,0.27690761075632053,-1.4330813556513862,-0.005468197118396523,0.75,10127.177170913414,10087.073469257739
7,2021-03-21T00:00:00+00:00,2021-06-19T00:00:00+00:00,2155,4,3.2645753808034175,1.889891624418428,-0.005211188522548982,0.5,10087.073469257739,10208.172502076288
8,2021-06-19T00:00:00+00:00,2021-09-17T00:00:00+00:00,2156,5,0.5774479377836945,-1.080758859641082,-0.017365371953522835,0.2,10208.172502076288,10132.508513985522
9,2021-09-17T00:00:00+00:00,2021-12-16T00:00:00+00:00,2158,9,0.7715387958264053,-0.5390511506552813,-0.019830865802067166,0.2222222222222222,10132.508513985522,10074.486408388517
10,2021-12-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2160,5,3.629842848444603,1.5782404272876704,-0.004865831693816491,0.4,10074.486408388517,10229.94790445687
11,2022-03-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2160,8,4.297467979593572,2.787872570071909,-0.004238901009513629,0.5,10229.94790445687,10494.429968103792
12,2022-06-14T00:00:00+00:00,2022-09-12T00:00:00+00:00,2160,3,0.0,-2.4347328929042593,-0.006107540328919359,0.0,10494.429968103792,10430.334813844578
13,2022-09-12T00:00:00+00:00,2022-12-11T00:00:00+00:00,2160,3,28.993700424254847,1.9644916547048388,-0.0003203388298702592,0.6666666666666666,10430.334813844578,10524.745387715728
14,2022-12-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2160,9,3.4861874390885865,2.818319576374355,-0.013236024127617152,0.5555555555555556,10524.745387715728,11109.202083455535
15,2023-03-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2159,7,1.5018215720435173,0.7777607552937831,-0.01489576905819423,0.5714285714285714,11109.202083455535,11193.891918254669
16,2023-06-09T00:00:00+00:00,2023-09-07T00:00:00+00:00,2160,3,4.54530785650215,1.7413881123007955,-0.004755035855628753,0.6666666666666666,11193.891918254669,11386.767935758371
17,2023-09-07T00:00:00+00:00,2023-12-06T00:00:00+00:00,2160,5,44.43816509180288,3.8631683536275667,-0.001420785652962664,0.8,11386.767935758371,12089.517369413568
18,2023-12-06T00:00:00+00:00,2024-03-05T00:00:00+00:00,2160,7,2.2359803833015084,1.5001236217273557,-0.009792690556576611,0.42857142857142855,12089.517369413568,12296.122434950525
19,2024-03-05T00:00:00+00:00,2024-06-03T00:00:00+00:00,2160,9,0.5706680804489197,-1.3642099732986697,-0.03211358869410186,0.2222222222222222,12296.122434950525,12125.324018877873
20,2024-06-03T00:00:00+00:00,2024-09-01T00:00:00+00:00,2160,4,5.425499382543511,2.2830117056903068,-0.004262318719204572,0.5,12125.324018877873,12491.536895243858
21,2024-09-01T00:00:00+00:00,2024-11-30T00:00:00+00:00,2160,12,0.4070697688596328,-2.605552540162773,-0.02495712092664537,0.25,12491.536895243858,12256.964310296293
22,2024-11-30T00:00:00+00:00,2025-02-28T00:00:00+00:00,2160,5,2.593734041269751,1.3469377490907952,-0.008207982895704347,0.4,12256.964310296293,12417.301849269625
23,2025-02-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,2160,7,0.42109155496336126,-1.809066838130758,-0.03146999135874018,0.14285714285714285,12417.301849269625,12185.312824727911
24,2025-05-29T00:00:00+00:00,2025-08-27T00:00:00+00:00,2160,3,0.0,-3.3562353853309403,-0.01979693335125654,0.0,12185.312824727911,11944.080998872561
25,2025-08-27T00:00:00+00:00,2025-11-25T00:00:00+00:00,2160,11,1.6713040974116358,1.204269698099971,-0.023996623522821614,0.45454545454545453,11944.080998872561,12145.561990688635
26,2025-11-25T00:00:00+00:00,2026-02-23T00:00:00+00:00,1338,2,0.21624436421430898,-1.959426110086708,-0.008186477479616538,0.5,12145.561990688635,12067.495462228462
