side,entry_time,entry_price,entry_type,exit_time,exit_price,exit_reason,qty,size_mult,pnl,equity_before,equity_after,bars_held
LONG,2022-03-25T14:00:00+00:00,44925.683339999996,LIMIT,2022-03-27T20:00:00+00:00,45161.30989071684,TRAIL,0.09732531444928935,1.0,16.35661943314026,9382.117103124923,9398.473722558063,54
LONG,2022-03-28T03:00:00+00:00,46934.204964,FALLBACK_MKT,2022-03-30T01:00:00+00:00,46932.367866255234,TRAIL,0.06699596101328895,0.82,-4.839589069225864,9398.473722558063,9393.634133488837,46
LONG,2022-04-01T16:00:00+00:00,46190.006153999995,LIMIT,2022-04-02T18:00:00+00:00,45702.2510185758,TRAIL,0.07437315929593166,1.0,-41.40162849488139,9393.634133488837,9352.232504993955,26
SHORT,2022-04-09T00:00:00+00:00,42405.5172,LIMIT,2022-04-10T17:00:00+00:00,43002.80538292697,TRAIL,0.051117707151836965,0.6399999999999999,-33.80641063670635,9352.232504993955,9318.42609435725,41
SHORT,2022-04-10T23:00:00+00:00,42425.003302,LIMIT,2022-04-13T13:00:00+00:00,40526.89589601647,TRAIL,0.07449989119933195,0.712,136.77386463164657,9318.42609435725,9455.199958988896,62
SHORT,2022-04-14T19:00:00+00:00,39764.625484000004,LIMIT,2022-04-15T14:00:00+00:00,40755.508153988085,TRAIL,0.05824107710276726,0.604,-61.227258466223105,9455.199958988896,9393.972700522674,19
SHORT,2022-05-08T06:00:00+00:00,34683.5619,LIMIT,2022-05-10T06:00:00+00:00,32136.329554153424,TRAIL,0.039618725912463376,0.42399999999999993,98.93261092168963,9393.972700522674,9492.905311444363,48
SHORT,2022-05-11T13:00:00+00:00,30141.750444,LIMIT,2022-05-13T02:00:00+00:00,30106.434830095764,TRAIL,0.010404481146855975,0.31599999999999995,-0.10269769180618624,9492.905311444363,9492.802613752558,37
SHORT,2022-05-27T19:00:00+00:00,28633.532148,LIMIT,2022-05-29T12:00:00+00:00,29405.60707359339,TRAIL,0.028257109750500043,0.31599999999999995,-23.046619653208456,9492.802613752558,9469.755994099349,41
SHORT,2022-06-01T18:00:00+00:00,30285.611666,LIMIT,2022-06-02T22:00:00+00:00,30662.841398123008,TRAIL,0.038367188838754944,0.4059999999999999,-16.227059974062257,9469.755994099349,9453.528934125286,28
