window,test_start,test_end,bars,trades,profit_factor,sharpe,max_drawdown,win_rate,equity_start,equity_end
0,2019-06-30T00:00:00+00:00,2019-09-28T00:00:00+00:00,2152,0,,0.0,0.0,,10000.0,10000.0
1,2019-09-28T00:00:00+00:00,2019-12-27T00:00:00+00:00,2156,1,0.0,-2.0157082570068248,-0.0023050984332783075,0.0,10000.0,9976.949015667216
2,2019-12-27T00:00:00+00:00,2020-03-26T00:00:00+00:00,2153,0,,0.0,0.0,,9976.949015667216,9976.949015667216
3,2020-03-26T00:00:00+00:00,2020-06-24T00:00:00+00:00,2158,1,0.0,-2.014773977347362,-0.004083911260906903,0.0,9976.949015667216,9936.204041232639
4,2020-06-24T00:00:00+00:00,2020-09-22T00:00:00+00:00,2157,0,,0.0,0.0,,9936.204041232639,9936.204041232639
5,2020-09-22T00:00:00+00:00,2020-12-21T00:00:00+00:00,2159,2,9.690429702241152,1.8002364692885922,-0.0015649042312111394,0.5,9936.204041232639,10073.414072555988
6,2020-12-21T00:00:00+00:00,2021-03-21T00:00:00+00:00,2153,0,,0.0,0.0,,10073.414072555988,10073.414072555988
7,2021-03-21T00:00:00+00:00,2021-06-19T00:00:00+00:00,2155,1,,2.0161758844941526,0.0,1.0,10073.414072555988,10164.98219510181
8,2021-06-19T00:00:00+00:00,2021-09-17T00:00:00+00:00,2156,0,,0.0,0.0,,10164.98219510181,10164.98219510181
9,2021-09-17T00:00:00+00:00,2021-12-16T00:00:00+00:00,2158,0,,0.0,0.0,,10164.98219510181,10164.98219510181
10,2021-12-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2160,1,0.0,-2.013840995599095,-0.001995493366338197,0.0,10164.98219510181,10144.698040562538
11,2022-03-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2160,2,5.830065388209168,1.644664751209756,-0.001002387731294574,0.5,10144.698040562538,10193.814593212695
12,2022-06-14T00:00:00+00:00,2022-09-12T00:00:00+00:00,2160,0,,0.0,0.0,,10193.814593212695,10193.814593212695
13,2022-09-12T00:00:00+00:00,2022-12-11T00:00:00+00:00,2160,1,0.0,-2.0138409955990952,-0.004345158531741444,0.0,10193.814593212695,10149.520852762007
14,2022-12-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2160,0,,0.0,0.0,,10149.520852762007,10149.520852762007
15,2023-03-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2159,2,0.0,-2.8400613309744522,-0.017567491028260496,0.0,10149.520852762007,9971.219236239967
16,2023-06-09T00:00:00+00:00,2023-09-07T00:00:00+00:00,2160,1,,2.0138409955990952,0.0,1.0,9971.219236239967,10019.854975808785
17,2023-09-07T00:00:00+00:00,2023-12-06T00:00:00+00:00,2160,1,,2.0138409955990952,0.0,1.0,10019.854975808785,10174.594642086538
18,2023-12-06T00:00:00+00:00,2024-03-05T00:00:00+00:00,2160,0,,0.0,0.0,,10174.594642086538,10174.594642086538
19,2024-03-05T00:00:00+00:00,2024-06-03T00:00:00+00:00,2160,0,,0.0,0.0,,10174.594642086538,10174.594642086538
20,2024-06-03T00:00:00+00:00,2024-09-01T00:00:00+00:00,2160,0,,0.0,0.0,,10174.594642086538,10174.594642086538
21,2024-09-01T00:00:00+00:00,2024-11-30T00:00:00+00:00,2160,0,,0.0,0.0,,10174.594642086538,10174.594642086538
22,2024-11-30T00:00:00+00:00,2025-02-28T00:00:00+00:00,2160,1,,2.0138409955990952,0.0,1.0,10174.594642086538,10368.011484957653
23,2025-02-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,2160,1,0.0,-2.0138409955990952,-0.0031912321162609336,0.0,10368.011484957653,10334.924753725094
24,2025-05-29T00:00:00+00:00,2025-08-27T00:00:00+00:00,2160,0,,0.0,0.0,,10334.924753725094,10334.924753725094
25,2025-08-27T00:00:00+00:00,2025-11-25T00:00:00+00:00,2160,2,0.0,-2.6583923001513208,-0.004224318387063386,0.0,10334.924753725094,10291.266741059017
26,2025-11-25T00:00:00+00:00,2026-02-23T00:00:00+00:00,1338,1,0.0,-2.558727262096084,-0.010336562178903552,0.0,10291.266741059017,10184.890422490378
