side,entry_time,entry_price,entry_type,exit_time,exit_price,exit_reason,qty,size_mult,pnl,equity_before,equity_after,bars_held
SHORT,2021-09-21T01:00:00+00:00,42491.5,LIMIT,2021-09-22T16:00:00+00:00,43425.5683459591,TRAIL,0.021147129801315872,0.586,-21.115539102642938,9873.152475598752,9852.03693649611,39
SHORT,2021-09-24T13:00:00+00:00,41918.834556,LIMIT,2021-09-26T09:00:00+00:00,42683.73493116642,TRAIL,0.031141596358597156,0.694,-25.79621304037433,9852.03693649611,9826.240723455736,44
LONG,2021-10-03T21:00:00+00:00,48309.659999999996,LIMIT,2021-10-04T15:00:00+00:00,47057.39255295097,TRAIL,0.0796812183586963,1.0,-105.48141809582314,9826.240723455736,9720.759305359912,18
LONG,2021-10-04T19:00:00+00:00,48939.786,LIMIT,2021-10-08T20:00:00+00:00,53959.238074882036,TRAIL,0.05164442028162753,0.9279999999999999,255.24107220427584,9720.759305359912,9976.000377564187,97
LONG,2021-10-10T05:00:00+00:00,55500.097799999996,LIMIT,2021-10-12T16:00:00+00:00,55918.85571386777,TRAIL,0.0405237833570378,0.622,13.583316830074953,9976.000377564187,9989.583694394261,59
LONG,2021-11-09T05:00:00+00:00,67828.563,LIMIT,2021-11-09T16:00:00+00:00,66538.96064379493,TRAIL,0.021922174227477966,0.3879999999999999,-30.480108734769143,9989.583694394261,9959.103585659492,11
LONG,2021-11-10T18:00:00+00:00,68013.59999999999,LIMIT,2021-11-10T20:00:00+00:00,66053.627422022,TRAIL,0.02833448452816685,0.55,-58.38385702219152,9959.103585659492,9900.7197286373,2
SHORT,2021-11-18T17:00:00+00:00,57638.47,LIMIT,2021-11-19T16:00:00+00:00,58231.73448855528,TRAIL,0.03858891338027421,1.0,-26.246910923725018,9900.7197286373,9874.472817713575,23
SHORT,2021-11-22T07:00:00+00:00,57296.168474,FALLBACK_MKT,2021-11-22T13:00:00+00:00,58802.78516203099,TRAIL,0.05879373612952477,1.0,-93.69904243817562,9874.472817713575,9780.7737752754,6
SHORT,2021-11-22T19:00:00+00:00,56568.693998,LIMIT,2021-11-23T10:00:00+00:00,57913.1155414301,TRAIL,0.0423897663715001,1.0,-60.62935800093579,9780.7737752754,9720.144417274465,15
SHORT,2021-12-06T10:00:00+00:00,47717.664558,LIMIT,2021-12-06T21:00:00+00:00,49933.70309786041,TRAIL,0.017170050943393723,0.3879999999999999,-39.30700383993452,9720.144417274465,9680.83741343453,11
SHORT,2021-12-10T00:00:00+00:00,48038.390400000004,LIMIT,2021-12-10T13:00:00+00:00,49503.04653772703,TRAIL,0.02544125037770892,0.532,-39.12386560666206,9680.83741343453,9641.713547827869,13
