side,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,size_mult,pnl,equity_before,equity_after,bars_held
LONG,2024-03-10T05:00:00+00:00,69417.70076400001,2024-03-10T22:00:00+00:00,68622.60004585465,TRAIL,0.03803130694950187,0.478,-34.17610925618144,9028.155568515607,8993.979459259426,17
LONG,2024-03-11T08:00:00+00:00,71034.193998,2024-03-12T16:00:00+00:00,70621.80592301849,TRAIL,0.01966662095185852,0.42399999999999993,-10.19970109773043,8993.979459259426,8983.779758161696,32
LONG,2024-03-20T19:00:00+00:00,65428.012986,2024-03-21T18:00:00+00:00,64859.72029210222,TRAIL,0.014838886847181576,0.5680000000000001,-9.882824679596354,8983.779758161696,8973.8969334821,23
LONG,2024-03-24T21:00:00+00:00,66175.102374,2024-03-26T14:00:00+00:00,69360.17057214999,TRAIL,0.029848449999235183,0.5680000000000001,92.03521049338484,8973.8969334821,9065.932143975484,41
LONG,2024-03-31T19:00:00+00:00,70870.781322,2024-04-01T05:00:00+00:00,70355.06324742516,TRAIL,0.060406046201470213,0.55,-37.55066100862743,9065.932143975484,9028.381482966857,10
LONG,2024-04-04T18:00:00+00:00,68862.94983599999,2024-04-05T05:00:00+00:00,67145.79731139494,TRAIL,0.03419131493561938,0.6399999999999999,-62.19944119205168,9028.381482966857,8966.182041774806,11
LONG,2024-04-08T09:00:00+00:00,71982.3936,2024-04-09T06:00:00+00:00,70779.33209841879,TRAIL,0.0313570230682059,0.532,-41.081864302038994,8966.182041774806,8925.100177472767,21
LONG,2024-04-10T20:00:00+00:00,70098.0168,2024-04-12T13:00:00+00:00,69649.07417830893,TRAIL,0.02339549037434838,0.4959999999999999,-12.9553215757777,8925.100177472767,8912.14485589699,41
SHORT,2024-04-13T21:00:00+00:00,61803.646798,2024-04-13T23:00:00+00:00,64957.223447055156,TRAIL,0.028489466055320996,1.0,-92.55222702860183,8912.14485589699,8819.592628868388,2
SHORT,2024-04-15T19:00:00+00:00,63158.225828,2024-04-16T21:00:00+00:00,64341.2951272567,TRAIL,0.033908195831780695,1.0,-43.358204525520485,8819.592628868388,8776.234424342867,26
SHORT,2024-04-17T15:00:00+00:00,61267.39407,2024-04-18T11:00:00+00:00,62740.256996250326,TRAIL,0.03938572982602174,1.0,-61.672880165000215,8776.234424342867,8714.561544177866,20
SHORT,2024-04-24T19:00:00+00:00,64114.214592000004,2024-04-25T18:00:00+00:00,64889.94557651696,TRAIL,0.059558247886561805,1.0,-51.963624581433336,8714.561544177866,8662.597919596434,23
SHORT,2024-04-26T16:00:00+00:00,63490.519356000004,2024-04-28T02:00:00+00:00,63889.758124008506,TRAIL,0.05599577339633847,1.0,-27.705251449137332,8662.597919596434,8634.892668147297,34
SHORT,2024-04-29T03:00:00+00:00,62693.798731999996,2024-04-29T22:00:00+00:00,63308.00798190662,TRAIL,0.08277635463594994,1.0,-58.664480368942364,8634.892668147297,8576.228187778353,19
SHORT,2024-04-30T10:00:00+00:00,61675.672398,2024-05-01T18:00:00+00:00,59035.03212428895,TRAIL,0.05117590598052338,1.0,130.5040486267139,8576.228187778353,8706.732236405067,32
LONG,2024-05-06T09:00:00+00:00,65156.068608,2024-05-06T10:00:00+00:00,63937.7054305001,TRAIL,0.043263990018680996,0.622,-56.90008616409083,8706.732236405067,8649.832150240976,1
SHORT,2024-05-06T15:00:00+00:00,63259.315606000004,2024-05-09T15:00:00+00:00,62066.587980004166,TRAIL,0.05251177401336549,1.0,57.69642941044455,8649.832150240976,8707.52857965142,72
LONG,2024-05-17T15:00:00+00:00,66820.031334,2024-05-19T16:00:00+00:00,66612.81583227916,TRAIL,0.035391927092381543,0.5680000000000001,-10.875590128293698,8707.52857965142,8696.652989523127,49
LONG,2024-05-20T16:00:00+00:00,67433.484,2024-05-21T15:00:00+00:00,69831.60095502471,TRAIL,0.048003524419182514,0.6399999999999999,110.17615991742971,8696.652989523127,8806.829149440557,23
LONG,2024-05-22T16:00:00+00:00,70469.981178,2024-05-22T21:00:00+00:00,68977.39925697478,TRAIL,0.03198782745336427,0.532,-51.089917007899025,8806.829149440557,8755.739232432657,5
