window,train_start,train_end,test_start,test_end,bars_test,equity_start,equity_end,return_pct,trades,profit_factor,max_drawdown,sharpe_approx,win_rate,avg_pnl,median_pnl,avg_hold_bars,long_trades,short_trades,avg_size_mult
10,2021-06-19T00:00:00+00:00,2021-12-16T00:00:00+00:00,2021-12-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2160,9747.77383403969,9485.321789749778,-0.02692430587314376,11,0.32986691454970757,-0.02692430587314376,-2.790490690346148,0.18181818181818182,-23.859276753628137,-32.16785361700119,19.636363636363637,2,9,0.6105454545454546
11,2021-09-17T00:00:00+00:00,2022-03-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2160,9485.321789749778,9562.443183975372,0.008130603888308219,9,1.4336628812288115,-0.008006277236566772,0.823145585499396,0.3333333333333333,8.569043802844014,-16.414012177484146,39.55555555555556,2,7,0.6019999999999999
12,2021-12-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2022-06-14T00:00:00+00:00,2022-09-12T00:00:00+00:00,2160,9562.443183975372,9411.007762574745,-0.01583647803046828,6,0.021068135836832383,-0.01599686794829902,-3.5867893478294266,0.16666666666666666,-25.239236900104117,-23.17601329197642,17.0,1,5,0.49
13,2022-03-16T00:00:00+00:00,2022-09-12T00:00:00+00:00,2022-09-12T00:00:00+00:00,2022-12-11T00:00:00+00:00,2160,9411.007762574745,9354.035245474213,-0.006053816821520175,7,0.5019900948168584,-0.009657873083359192,-1.3125583816345474,0.42857142857142855,-8.138931014361882,-2.997420895402847,28.142857142857142,2,5,0.6502857142857142
14,2022-06-14T00:00:00+00:00,2022-12-11T00:00:00+00:00,2022-12-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2160,9354.035245474213,9543.418585379135,0.020246164883390927,11,1.582546787247664,-0.01411320784050385,1.1218928666137635,0.36363636363636365,17.21666726408382,-5.5703105284983305,21.90909090909091,10,1,0.9198181818181816
15,2022-09-12T00:00:00+00:00,2023-03-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2159,9543.418585379135,9460.37945492164,-0.008701193363216175,8,0.6564567987409912,-0.02275928629272661,-0.947711491444463,0.5,-10.379891307186963,-12.082297462828773,23.75,6,2,0.8897499999999999
16,2022-12-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2023-06-09T00:00:00+00:00,2023-09-07T00:00:00+00:00,2160,9460.37945492164,9661.484582829418,0.02125761750530586,3,2.5588791206764987,-0.013176687307617563,1.2053911264075061,0.3333333333333333,67.0350426359265,-46.16019901136056,44.333333333333336,1,2,0.856
17,2023-03-11T00:00:00+00:00,2023-09-07T00:00:00+00:00,2023-09-07T00:00:00+00:00,2023-12-06T00:00:00+00:00,2160,9661.484582829418,10125.022966709786,0.0479779665233,3,34.76861697839903,-0.0014207856529625529,2.759707104263435,0.6666666666666666,154.51279462678892,222.4793875654574,31.666666666666668,3,0,0.9700000000000001
18,2023-06-09T00:00:00+00:00,2023-12-06T00:00:00+00:00,2023-12-06T00:00:00+00:00,2024-03-05T00:00:00+00:00,2160,10125.022966709786,10154.610977231805,0.0029222660155241442,8,1.148820321933323,-0.009792690556576722,0.29164100729362374,0.25,3.6985013152527415,-15.079397847058836,26.875,6,2,0.7322500000000001
19,2023-09-07T00:00:00+00:00,2024-03-05T00:00:00+00:00,2024-03-05T00:00:00+00:00,2024-06-03T00:00:00+00:00,2160,10154.610977231805,9741.453141940452,-0.04068672214206104,10,0.09540345244699865,-0.04068672214206104,-4.6334812009272275,0.1,-41.31578352913509,-47.79070104881079,21.5,7,3,0.6903999999999999
20,2023-12-06T00:00:00+00:00,2024-06-03T00:00:00+00:00,2024-06-03T00:00:00+00:00,2024-09-01T00:00:00+00:00,2160,9741.453141940452,9992.580336653118,0.02577923345249933,5,2.7429105901283948,-0.014790909871401192,1.436975127249862,0.6,50.22543894253356,5.580776016291775,34.8,2,3,0.8344000000000001
21,2024-03-05T00:00:00+00:00,2024-09-01T00:00:00+00:00,2024-09-01T00:00:00+00:00,2024-11-30T00:00:00+00:00,2160,9992.580336653118,9752.873834894759,-0.023988448797264916,13,0.3635818557572259,-0.024879213825932833,-3.0129746786924265,0.23076923076923078,-18.438961673719838,-29.12210153426913,41.92307692307692,10,3,0.7092307692307693
22,2024-06-03T00:00:00+00:00,2024-11-30T00:00:00+00:00,2024-11-30T00:00:00+00:00,2025-02-28T00:00:00+00:00,2160,9752.873834894759,9735.144496440607,-0.0018178578698226922,6,0.811943061954475,-0.009666529130569312,-0.4712866529718578,0.3333333333333333,-2.9548897423586467,-17.999234572831767,20.333333333333332,3,3,0.745
23,2024-09-01T00:00:00+00:00,2025-02-28T00:00:00+00:00,2025-02-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,2160,9735.144496440607,9502.913735652724,-0.023854885859454056,7,0.24917881369108769,-0.03115031794899681,-2.7750778525841864,0.14285714285714285,-33.17582296969759,-47.816193174727026,21.428571428571427,3,4,0.6914285714285713
24,2024-11-30T00:00:00+00:00,2025-05-29T00:00:00+00:00,2025-05-29T00:00:00+00:00,2025-08-27T00:00:00+00:00,2160,9502.913735652724,9209.131939234454,-0.030914917738974035,5,0.0,-0.030914917738974035,-4.334103915231235,0.0,-58.75635928365416,-46.97735528720014,14.2,3,2,0.7731999999999999
25,2025-02-28T00:00:00+00:00,2025-08-27T00:00:00+00:00,2025-08-27T00:00:00+00:00,2025-11-25T00:00:00+00:00,2160,9209.131939234454,9155.107075866286,-0.0058664447121232755,13,0.8795946892403839,-0.046543212831274494,-0.25763103581780084,0.38461538461538464,-4.155758720628352,-23.335147260478188,22.615384615384617,5,8,0.6690769230769231
26,2025-05-29T00:00:00+00:00,2025-11-25T00:00:00+00:00,2025-11-25T00:00:00+00:00,2026-01-19T17:00:00+00:00,1337,9155.107075866286,9092.748357747634,-0.006811358687768498,2,0.20657716674300428,-0.008569580296048818,-1.9883029269940633,0.5,-31.179359059325538,-31.179359059325538,29.0,2,0,1.0
