window,test_start,test_end,bars,trades,profit_factor,sharpe,max_drawdown,win_rate,equity_start,equity_end
0,2019-06-30T00:00:00+00:00,2019-09-28T00:00:00+00:00,2152,9,2.830090055131246,2.184555371875794,-0.006047742313385118,0.5555555555555556,10000.0,10186.018451735023
1,2019-09-28T00:00:00+00:00,2019-12-27T00:00:00+00:00,2156,4,0.353807492310307,-1.8922584926922856,-0.016056076326260715,0.25,10186.018451735023,10024.521077331623
2,2019-12-27T00:00:00+00:00,2020-03-26T00:00:00+00:00,2153,5,0.14950866267677534,-2.1450503022450746,-0.01135108518742578,0.2,10024.521077331623,9927.57983706949
3,2020-03-26T00:00:00+00:00,2020-06-24T00:00:00+00:00,2158,4,1.5086418408931284,0.7681781474371918,-0.015901205492939163,0.5,9927.57983706949,10009.847831131783
4,2020-06-24T00:00:00+00:00,2020-09-22T00:00:00+00:00,2157,5,1.2580574115852274,0.4905040604901248,-0.016112804897574606,0.4,10009.847831131783,10061.37879507117
5,2020-09-22T00:00:00+00:00,2020-12-21T00:00:00+00:00,2159,4,3.597690687007479,1.4348436173259502,-0.003943925148216287,0.25,10061.37879507117,10165.942256431494
6,2020-12-21T00:00:00+00:00,2021-03-21T00:00:00+00:00,2153,4,0.3408360133913594,-1.3002391198246452,-0.006327205265198921,0.75,10165.942256431494,10123.451876082945
7,2021-03-21T00:00:00+00:00,2021-06-19T00:00:00+00:00,2155,4,3.058179827724221,1.820773105845094,-0.005364163427779345,0.5,10123.451876082945,10237.083036422036
8,2021-06-19T00:00:00+00:00,2021-09-17T00:00:00+00:00,2156,4,0.6240705204031024,-0.8640579036894556,-0.015743869534736055,0.25,10237.083036422036,10175.89278190327
9,2021-09-17T00:00:00+00:00,2021-12-16T00:00:00+00:00,2158,7,1.0612904106131094,0.12589643663536867,-0.016492415591385257,0.2857142857142857,10175.89278190327,10186.547014736077
10,2021-12-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2160,5,1.8596589633831424,0.9470422664967342,-0.006780316954307253,0.4,10186.547014736077,10280.193212655255
11,2022-03-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2160,10,3.6416447481453367,3.007293474963848,-0.0081317001838902,0.6,10280.193212655255,10568.867847117168
12,2022-06-14T00:00:00+00:00,2022-09-12T00:00:00+00:00,2160,4,0.0,-3.213365248268026,-0.011671157511879748,0.0,10568.867847117168,10445.516925751223
13,2022-09-12T00:00:00+00:00,2022-12-11T00:00:00+00:00,2160,4,0.8042447305070477,-0.3437504820930255,-0.00474404714270682,0.25,10445.516925751223,10434.356129610911
14,2022-12-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2160,8,2.868126631228561,2.4081924018807808,-0.010993772862889939,0.5,10434.356129610911,10839.992320705229
15,2023-03-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2159,6,1.0545125904412982,0.11708030923970318,-0.01753444191961362,0.3333333333333333,10839.992320705229,10850.548898247362
16,2023-06-09T00:00:00+00:00,2023-09-07T00:00:00+00:00,2160,1,inf,2.014307324422203,0.0,1.0,10850.548898247362,10968.549022419775
17,2023-09-07T00:00:00+00:00,2023-12-06T00:00:00+00:00,2160,4,inf,3.9472380502354425,0.0,1.0,10968.549022419775,11526.957362679794
18,2023-12-06T00:00:00+00:00,2024-03-05T00:00:00+00:00,2160,6,0.6594834315473324,-0.8151931600369274,-0.017502681549435573,0.5,11526.957362679794,11454.168113039132
19,2024-03-05T00:00:00+00:00,2024-06-03T00:00:00+00:00,2160,5,0.0,-4.030106402269506,-0.023418007061613233,0.0,11454.168113039132,11185.934323283076
20,2024-06-03T00:00:00+00:00,2024-09-01T00:00:00+00:00,2160,3,1.5835561241098268,0.6876937955473735,-0.011765105217149685,0.3333333333333333,11185.934323283076,11262.732465027215
21,2024-09-01T00:00:00+00:00,2024-11-30T00:00:00+00:00,2160,9,0.2866351415804812,-3.1067062441519524,-0.02194501989852171,0.2222222222222222,11262.732465027215,11021.52802817696
22,2024-11-30T00:00:00+00:00,2025-02-28T00:00:00+00:00,2160,7,2.1881864234439727,1.2444745590046922,-0.0054943683862366255,0.5714285714285714,11021.52802817696,11147.725133421281
23,2025-02-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,2160,6,0.6535016142263012,-0.8236416911765143,-0.019348128193093728,0.16666666666666666,11147.725133421281,11069.722815653493
24,2025-05-29T00:00:00+00:00,2025-08-27T00:00:00+00:00,2160,2,0.0,-2.838973329248178,-0.010776870944722905,0.0,11069.722815653493,10950.42584147534
25,2025-08-27T00:00:00+00:00,2025-11-25T00:00:00+00:00,2160,9,1.6329111933394327,0.9332102197305778,-0.009424900736784592,0.4444444444444444,10950.42584147534,11052.585846250402
26,2025-11-25T00:00:00+00:00,2026-02-23T00:00:00+00:00,1338,1,0.0,-2.559683974510183,-0.00780628325132271,0.0,11052.585846250402,10966.306230475011
