side,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,size_mult,pnl,equity_before,equity_after,bars_held
SHORT,2021-06-20T11:00:00+00:00,34079.98264,2021-06-20T19:00:00+00:00,35334.780734902226,TRAIL,0.033493525680087184,0.478,-43.77132108468796,10135.840863971682,10092.069542886993,8
SHORT,2021-06-21T07:00:00+00:00,32769.88471200001,2021-06-22T15:00:00+00:00,31858.871568032682,TRAIL,0.025363888437296346,0.514,21.87740832540183,10092.069542886993,10113.946951212394,32
SHORT,2021-07-20T10:00:00+00:00,29414.535915999997,2021-07-21T04:00:00+00:00,30344.92290307171,TRAIL,0.048673710275875866,0.44199999999999995,-47.46692259177562,10113.946951212394,10066.48002862062,18
LONG,2021-07-26T00:00:00+00:00,35388.096203999994,2021-07-26T00:00:00+00:00,35530.15031853135,TRAIL,0.1073781550727821,1.0,9.542205884434921,10066.48002862062,10076.022234505053,0
LONG,2021-07-26T01:00:00+00:00,36766.081746,2021-07-26T20:00:00+00:00,37796.50317208456,TRAIL,0.08190474772961934,1.0,79.81613467781202,10076.022234505053,10155.838369182866,19
LONG,2021-07-28T02:00:00+00:00,39886.735752,2021-07-30T08:00:00+00:00,38744.12768586134,TRAIL,0.049875009135502586,1.0,-59.92887401118639,10155.838369182866,10095.90949517168,54
LONG,2021-07-30T21:00:00+00:00,40676.693712,2021-08-01T16:00:00+00:00,41003.548593237334,TRAIL,0.06210612357887402,0.946,16.49505722956296,10095.90949517168,10112.404552401244,43
SHORT,2021-09-10T15:00:00+00:00,45136.800834,2021-09-12T08:00:00+00:00,46062.60526133388,TRAIL,0.05852840018759521,0.9279999999999999,-58.18916852105888,10112.404552401244,10054.215383880184,41
SHORT,2021-09-13T04:00:00+00:00,44605.757064000005,2021-09-13T13:00:00+00:00,45785.90546858509,TRAIL,0.06604985983742333,0.892,-82.42640419076552,10054.215383880184,9971.788979689418,9
SHORT,2021-09-13T15:00:00+00:00,43924.533336,2021-09-14T12:00:00+00:00,46221.1750200493,TRAIL,0.039036190877833006,0.892,-92.29135196518934,9971.788979689418,9879.497627724228,21
