window,test_start,test_end,bars,trades,gross_profit,gross_loss,profit_factor,sharpe,max_drawdown,win_rate,equity_start,equity_end,window_return_pct
0,2019-06-30T00:00:00+00:00,2019-09-28T00:00:00+00:00,2152,2,144.6714438419393,6.899232581527502,20.969208115884214,1.921466706808628,-0.0006800843792447164,0.5,10000.0,10137.772211260411,0.013777221126041184
1,2019-09-28T00:00:00+00:00,2019-12-27T00:00:00+00:00,2156,2,124.11615933717441,23.654662805541324,5.247006070536717,1.6085496838544109,-0.0023050984332784186,0.5,10137.772211260411,10238.233707792044,0.009909622591445233
2,2019-12-27T00:00:00+00:00,2020-03-26T00:00:00+00:00,2153,2,70.85196675258629,102.02327360732527,0.6944686662896801,-0.493117644055846,-0.009964929158598701,0.5,10238.233707792044,10207.062400937306,-0.0030445980961554264
3,2020-03-26T00:00:00+00:00,2020-06-24T00:00:00+00:00,2158,1,0.0,16.31194121068554,0.0,-2.015708257006825,-0.001598103408203766,0.0,10207.062400937306,10190.75045972662,-0.001598103408203766
4,2020-06-24T00:00:00+00:00,2020-09-22T00:00:00+00:00,2157,1,0.0,8.049706702821164,0.0,-2.016175884494152,-0.0007899032298586128,0.0,10190.75045972662,10182.700753023799,-0.0007899032298586128
5,2020-09-22T00:00:00+00:00,2020-12-21T00:00:00+00:00,2159,4,202.82628075541766,177.9060588054922,1.1400751729156744,0.2615106388049265,-0.010622055266609642,0.5,10182.700753023799,10207.620974973725,0.0024473096631583147
6,2020-12-21T00:00:00+00:00,2021-03-21T00:00:00+00:00,2153,1,0.0,24.751449469423342,0.0,-2.018049654307951,-0.0024248009923280023,0.0,10207.620974973725,10182.8695255043,-0.0024248009923280023
7,2021-03-21T00:00:00+00:00,2021-06-19T00:00:00+00:00,2155,2,92.08524494599818,52.56678996877106,1.751776073842521,0.7577489269483183,-0.00516227668803082,0.5,10182.8695255043,10222.387980481528,0.0038808761006166037
8,2021-06-19T00:00:00+00:00,2021-09-17T00:00:00+00:00,2156,2,0.0,182.6817564965869,0.0,-2.851242990090546,-0.017870751613556002,0.0,10222.387980481528,10039.706223984942,-0.017870751613556002
9,2021-09-17T00:00:00+00:00,2021-12-16T00:00:00+00:00,2158,1,0.0,62.24767102850207,0.0,-2.015708257006825,-0.006200148653731752,0.0,10039.706223984942,9977.45855295644,-0.006200148653731752
10,2021-12-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2160,3,192.9938666574147,63.60030571383042,3.0344801725606576,1.3236695237123575,-0.00625343918734389,0.3333333333333333,9977.45855295644,10106.852113900024,0.01296858917096122
11,2022-03-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2160,5,188.9391484374284,153.07569517479783,1.2342857448511204,0.4234680223801411,-0.009393503282480564,0.4,10106.852113900024,10142.715567162655,0.0035484296058223563
12,2022-06-14T00:00:00+00:00,2022-09-12T00:00:00+00:00,2160,0,0.0,0.0,,,0.0,,10142.715567162655,10142.715567162655,0.0
13,2022-09-12T00:00:00+00:00,2022-12-11T00:00:00+00:00,2160,1,0.0,29.3664241495845,0.0,-2.014773977347361,-0.002895321667567896,0.0,10142.715567162655,10113.34914301307,-0.002895321667567896
14,2022-12-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2160,3,282.21000312312276,39.405544925220966,7.161682541344536,2.329035808348399,-0.0038963892542407397,0.6666666666666666,10113.34914301307,10356.153601210972,0.024008313642137624
15,2023-03-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2159,6,0.0,532.7509443018878,0.0,-4.903718359340662,-0.05144293574784253,0.0,10356.153601210972,9823.402656909087,-0.05144293574784253
16,2023-06-09T00:00:00+00:00,2023-09-07T00:00:00+00:00,2160,1,158.8879362081911,0.0,inf,2.014773977347362,0.0,1.0,9823.402656909087,9982.290593117279,0.016174429752855657
17,2023-09-07T00:00:00+00:00,2023-12-06T00:00:00+00:00,2160,4,443.494613645163,63.85328798371566,6.9455250880466215,2.840379380091739,-0.006396656898341679,0.75,9982.290593117279,10361.931918778728,0.03803148406871748
18,2023-12-06T00:00:00+00:00,2024-03-05T00:00:00+00:00,2160,3,83.21742642414968,105.74384885201874,0.7869717938923024,-0.39083992015148783,-0.010205032196783814,0.3333333333333333,10361.931918778728,10339.405496350859,-0.002173959702152173
19,2024-03-05T00:00:00+00:00,2024-06-03T00:00:00+00:00,2160,0,0.0,0.0,,,0.0,,10339.405496350859,10339.405496350859,0.0
20,2024-06-03T00:00:00+00:00,2024-09-01T00:00:00+00:00,2160,1,154.5334401470091,0.0,inf,2.0147739773473616,0.0,1.0,10339.405496350859,10493.938936497869,0.014946066309281525
