side,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,size_mult,pnl,equity_before,equity_after,bars_held
LONG,2024-03-10T05:00:00+00:00,69229.8432,2024-03-10T22:00:00+00:00,68622.60004585465,TRAIL,0.04327642031355521,0.478,-30.75363017769198,10154.610977231805,10123.857347054112,17
LONG,2024-03-11T10:00:00+00:00,71672.3316,2024-03-12T16:00:00+00:00,70621.80592301849,TRAIL,0.02282742172010117,0.42399999999999993,-26.41694887040388,10123.857347054112,10097.440398183708,30
LONG,2024-04-04T20:00:00+00:00,68201.6376,2024-04-05T05:00:00+00:00,66713.62484848357,TRAIL,0.03375697681220745,0.6399999999999999,-53.64656048877406,10097.440398183708,10043.793837694933,9
SHORT,2024-04-13T22:00:00+00:00,63737.259998,2024-04-15T06:00:00+00:00,66326.81144745,TRAIL,0.02882559173369311,1.0,-77.45723322227032,10043.793837694933,9966.336604472663,32
SHORT,2024-04-15T19:00:00+00:00,63298.327802,2024-04-16T21:00:00+00:00,64341.2951272567,TRAIL,0.03682704006896083,1.0,-41.93484160884751,9966.336604472663,9924.401762863816,26
SHORT,2024-04-17T16:00:00+00:00,60728.851800000004,2024-04-18T14:00:00+00:00,63236.299016077624,TRAIL,0.03885238028806705,1.0,-101.03254867778311,9924.401762863816,9823.369214186032,22
LONG,2024-05-06T10:00:00+00:00,64658.9292,2024-05-06T15:00:00+00:00,63191.7149777501,TRAIL,0.04238310575217771,0.622,-66.2491260722187,9823.369214186032,9757.120088113814,5
LONG,2024-05-17T15:00:00+00:00,66577.542846,2024-05-19T16:00:00+00:00,66612.81583227916,TRAIL,0.037189623213852906,0.5680000000000001,-2.403185371872971,9757.120088113814,9754.71690274194,49
LONG,2024-05-20T19:00:00+00:00,68663.70999599999,2024-05-21T15:00:00+00:00,69831.60095502471,TRAIL,0.040952043817361505,0.6399999999999999,43.57377219595659,9754.71690274194,9798.290674937896,20
LONG,2024-05-22T16:00:00+00:00,70391.845554,2024-05-22T21:00:00+00:00,68899.68283933372,TRAIL,0.03559840698808832,0.532,-56.83753299744499,9798.290674937896,9741.453141940452,5
