timestamp,datetime_utc,equity
1686272400000,2023-06-09 01:00:00+00:00,9275.625078665194
1686276000000,2023-06-09 02:00:00+00:00,9275.625078665194
1686279600000,2023-06-09 03:00:00+00:00,9275.625078665194
1686283200000,2023-06-09 04:00:00+00:00,9275.625078665194
1686286800000,2023-06-09 05:00:00+00:00,9275.625078665194
1686290400000,2023-06-09 06:00:00+00:00,9275.625078665194
1686294000000,2023-06-09 07:00:00+00:00,9275.625078665194
1686297600000,2023-06-09 08:00:00+00:00,9275.625078665194
1686301200000,2023-06-09 09:00:00+00:00,9275.625078665194
1686304800000,2023-06-09 10:00:00+00:00,9275.625078665194
1686308400000,2023-06-09 11:00:00+00:00,9275.625078665194
1686312000000,2023-06-09 12:00:00+00:00,9275.625078665194
1686315600000,2023-06-09 13:00:00+00:00,9275.625078665194
1686319200000,2023-06-09 14:00:00+00:00,9275.625078665194
1686322800000,2023-06-09 15:00:00+00:00,9275.625078665194
1686326400000,2023-06-09 16:00:00+00:00,9275.625078665194
1686330000000,2023-06-09 17:00:00+00:00,9275.625078665194
1686333600000,2023-06-09 18:00:00+00:00,9275.625078665194
1686337200000,2023-06-09 19:00:00+00:00,9275.625078665194
1686340800000,2023-06-09 20:00:00+00:00,9275.625078665194
1686344400000,2023-06-09 21:00:00+00:00,9275.625078665194
1686348000000,2023-06-09 22:00:00+00:00,9275.625078665194
1686351600000,2023-06-09 23:00:00+00:00,9275.625078665194
1686355200000,2023-06-10 00:00:00+00:00,9275.625078665194
1686358800000,2023-06-10 01:00:00+00:00,9275.625078665194
1686362400000,2023-06-10 02:00:00+00:00,9275.625078665194
1686366000000,2023-06-10 03:00:00+00:00,9275.625078665194
1686369600000,2023-06-10 04:00:00+00:00,9275.625078665194
1686373200000,2023-06-10 05:00:00+00:00,9275.625078665194
1686376800000,2023-06-10 06:00:00+00:00,9275.625078665194
1686380400000,2023-06-10 07:00:00+00:00,9275.625078665194
1686384000000,2023-06-10 08:00:00+00:00,9275.625078665194
1686387600000,2023-06-10 09:00:00+00:00,9275.625078665194
1686391200000,2023-06-10 10:00:00+00:00,9275.625078665194
1686394800000,2023-06-10 11:00:00+00:00,9275.625078665194
1686398400000,2023-06-10 12:00:00+00:00,9275.625078665194
1686402000000,2023-06-10 13:00:00+00:00,9275.625078665194
1686405600000,2023-06-10 14:00:00+00:00,9275.625078665194
1686409200000,2023-06-10 15:00:00+00:00,9275.625078665194
1686412800000,2023-06-10 16:00:00+00:00,9275.625078665194
1686416400000,2023-06-10 17:00:00+00:00,9275.625078665194
1686420000000,2023-06-10 18:00:00+00:00,9275.625078665194
1686423600000,2023-06-10 19:00:00+00:00,9275.625078665194
1686427200000,2023-06-10 20:00:00+00:00,9275.625078665194
1686430800000,2023-06-10 21:00:00+00:00,9275.625078665194
1686434400000,2023-06-10 22:00:00+00:00,9275.625078665194
1686438000000,2023-06-10 23:00:00+00:00,9275.625078665194
1686441600000,2023-06-11 00:00:00+00:00,9275.625078665194
1686445200000,2023-06-11 01:00:00+00:00,9275.625078665194
1686448800000,2023-06-11 02:00:00+00:00,9275.625078665194
1686452400000,2023-06-11 03:00:00+00:00,9275.625078665194
1686456000000,2023-06-11 04:00:00+00:00,9275.625078665194
1686459600000,2023-06-11 05:00:00+00:00,9275.625078665194
1686463200000,2023-06-11 06:00:00+00:00,9275.625078665194
1686466800000,2023-06-11 07:00:00+00:00,9275.625078665194
1686470400000,2023-06-11 08:00:00+00:00,9275.625078665194
1686474000000,2023-06-11 09:00:00+00:00,9275.625078665194
1686477600000,2023-06-11 10:00:00+00:00,9275.625078665194
1686481200000,2023-06-11 11:00:00+00:00,9275.625078665194
1686484800000,2023-06-11 12:00:00+00:00,9275.625078665194
1686488400000,2023-06-11 13:00:00+00:00,9275.625078665194
1686492000000,2023-06-11 14:00:00+00:00,9275.625078665194
1686495600000,2023-06-11 15:00:00+00:00,9275.625078665194
1686499200000,2023-06-11 16:00:00+00:00,9275.625078665194
1686502800000,2023-06-11 17:00:00+00:00,9275.625078665194
1686506400000,2023-06-11 18:00:00+00:00,9275.625078665194
1686510000000,2023-06-11 19:00:00+00:00,9275.625078665194
1686513600000,2023-06-11 20:00:00+00:00,9275.625078665194
1686517200000,2023-06-11 21:00:00+00:00,9275.625078665194
1686520800000,2023-06-11 22:00:00+00:00,9275.625078665194
1686524400000,2023-06-11 23:00:00+00:00,9275.625078665194
1686528000000,2023-06-12 00:00:00+00:00,9275.625078665194
1686531600000,2023-06-12 01:00:00+00:00,9275.625078665194
1686535200000,2023-06-12 02:00:00+00:00,9275.625078665194
1686538800000,2023-06-12 03:00:00+00:00,9275.625078665194
1686542400000,2023-06-12 04:00:00+00:00,9275.625078665194
1686546000000,2023-06-12 05:00:00+00:00,9275.625078665194
1686549600000,2023-06-12 06:00:00+00:00,9275.625078665194
1686553200000,2023-06-12 07:00:00+00:00,9275.625078665194
1686556800000,2023-06-12 08:00:00+00:00,9275.625078665194
1686560400000,2023-06-12 09:00:00+00:00,9275.625078665194
1686564000000,2023-06-12 10:00:00+00:00,9275.625078665194
1686567600000,2023-06-12 11:00:00+00:00,9275.625078665194
1686571200000,2023-06-12 12:00:00+00:00,9275.625078665194
1686574800000,2023-06-12 13:00:00+00:00,9275.625078665194
1686578400000,2023-06-12 14:00:00+00:00,9275.625078665194
1686582000000,2023-06-12 15:00:00+00:00,9275.625078665194
1686585600000,2023-06-12 16:00:00+00:00,9275.625078665194
1686589200000,2023-06-12 17:00:00+00:00,9275.625078665194
1686592800000,2023-06-12 18:00:00+00:00,9275.625078665194
1686596400000,2023-06-12 19:00:00+00:00,9275.625078665194
1686600000000,2023-06-12 20:00:00+00:00,9275.625078665194
1686603600000,2023-06-12 21:00:00+00:00,9275.625078665194
1686607200000,2023-06-12 22:00:00+00:00,9275.625078665194
1686610800000,2023-06-12 23:00:00+00:00,9275.625078665194
1686614400000,2023-06-13 00:00:00+00:00,9275.625078665194
1686618000000,2023-06-13 01:00:00+00:00,9275.625078665194
1686621600000,2023-06-13 02:00:00+00:00,9275.625078665194
1686625200000,2023-06-13 03:00:00+00:00,9275.625078665194
1686628800000,2023-06-13 04:00:00+00:00,9275.625078665194
1686632400000,2023-06-13 05:00:00+00:00,9275.625078665194
1686636000000,2023-06-13 06:00:00+00:00,9275.625078665194
1686639600000,2023-06-13 07:00:00+00:00,9275.625078665194
1686643200000,2023-06-13 08:00:00+00:00,9275.625078665194
1686646800000,2023-06-13 09:00:00+00:00,9275.625078665194
1686650400000,2023-06-13 10:00:00+00:00,9275.625078665194
1686654000000,2023-06-13 11:00:00+00:00,9275.625078665194
1686657600000,2023-06-13 12:00:00+00:00,9275.625078665194
1686661200000,2023-06-13 13:00:00+00:00,9275.625078665194
1686664800000,2023-06-13 14:00:00+00:00,9275.625078665194
1686668400000,2023-06-13 15:00:00+00:00,9275.625078665194
1686672000000,2023-06-13 16:00:00+00:00,9275.625078665194
1686675600000,2023-06-13 17:00:00+00:00,9275.625078665194
1686679200000,2023-06-13 18:00:00+00:00,9275.625078665194
1686682800000,2023-06-13 19:00:00+00:00,9275.625078665194
1686686400000,2023-06-13 20:00:00+00:00,9275.625078665194
1686690000000,2023-06-13 21:00:00+00:00,9275.625078665194
1686693600000,2023-06-13 22:00:00+00:00,9275.625078665194
1686697200000,2023-06-13 23:00:00+00:00,9275.625078665194
1686700800000,2023-06-14 00:00:00+00:00,9275.625078665194
1686704400000,2023-06-14 01:00:00+00:00,9275.625078665194
1686708000000,2023-06-14 02:00:00+00:00,9275.625078665194
1686711600000,2023-06-14 03:00:00+00:00,9275.625078665194
1686715200000,2023-06-14 04:00:00+00:00,9275.625078665194
1686718800000,2023-06-14 05:00:00+00:00,9275.625078665194
1686722400000,2023-06-14 06:00:00+00:00,9275.625078665194
1686726000000,2023-06-14 07:00:00+00:00,9275.625078665194
1686729600000,2023-06-14 08:00:00+00:00,9275.625078665194
1686733200000,2023-06-14 09:00:00+00:00,9275.625078665194
1686736800000,2023-06-14 10:00:00+00:00,9275.625078665194
1686740400000,2023-06-14 11:00:00+00:00,9275.625078665194
1686744000000,2023-06-14 12:00:00+00:00,9275.625078665194
1686747600000,2023-06-14 13:00:00+00:00,9275.625078665194
1686751200000,2023-06-14 14:00:00+00:00,9275.625078665194
1686754800000,2023-06-14 15:00:00+00:00,9275.625078665194
1686758400000,2023-06-14 16:00:00+00:00,9275.625078665194
1686762000000,2023-06-14 17:00:00+00:00,9275.625078665194
1686765600000,2023-06-14 18:00:00+00:00,9275.625078665194
1686769200000,2023-06-14 19:00:00+00:00,9275.625078665194
1686772800000,2023-06-14 20:00:00+00:00,9275.625078665194
1686776400000,2023-06-14 21:00:00+00:00,9275.625078665194
1686780000000,2023-06-14 22:00:00+00:00,9275.625078665194
1686783600000,2023-06-14 23:00:00+00:00,9275.625078665194
1686787200000,2023-06-15 00:00:00+00:00,9275.625078665194
1686790800000,2023-06-15 01:00:00+00:00,9275.625078665194
1686794400000,2023-06-15 02:00:00+00:00,9275.625078665194
1686798000000,2023-06-15 03:00:00+00:00,9275.625078665194
1686801600000,2023-06-15 04:00:00+00:00,9275.625078665194
1686805200000,2023-06-15 05:00:00+00:00,9275.625078665194
1686808800000,2023-06-15 06:00:00+00:00,9275.625078665194
1686812400000,2023-06-15 07:00:00+00:00,9275.625078665194
