side,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,size_mult,pnl,equity_before,equity_after,bars_held
LONG,2023-03-13T01:00:00+00:00,22453.459794000002,2023-03-13T14:00:00+00:00,22402.494638192577,TRAIL,0.09105647525206428,1.0,-7.704026276993451,8759.32603334778,8751.622007070786,13
LONG,2023-03-14T13:00:00+00:00,25837.736514,2023-03-14T19:00:00+00:00,24654.218064514393,TRAIL,0.0660252240134841,0.892,-80.6423777103224,8751.622007070786,8670.979629360463,6
LONG,2023-03-17T02:00:00+00:00,25668.912755999998,2023-03-18T16:00:00+00:00,26622.314554483426,TRAIL,0.09259636077697932,0.982,84.65005388565804,8670.979629360463,8755.629683246121,38
LONG,2023-03-19T17:00:00+00:00,27924.443772,2023-03-20T02:00:00+00:00,27396.85679316536,TRAIL,0.07946358893439971,0.766,-45.2209766288276,8755.629683246121,8710.408706617294,9
LONG,2023-03-23T16:00:00+00:00,28586.576172,2023-03-24T17:00:00+00:00,27617.91829234777,TRAIL,0.07951495594980562,0.874,-80.37461205711446,8710.408706617294,8630.03409456018,24
LONG,2023-03-28T19:00:00+00:00,27349.598826,2023-03-30T03:00:00+00:00,28193.06011632627,TRAIL,0.10184727094890932,0.838,81.6615793948846,8630.03409456018,8711.695673955064,32
LONG,2023-04-09T20:00:00+00:00,28146.038082,2023-04-10T16:00:00+00:00,28543.290694473148,TRAIL,0.25721937158787045,0.802,91.24487219926613,8711.695673955064,8802.94054615433,20
LONG,2023-04-10T17:00:00+00:00,29042.657369999997,2023-04-12T15:00:00+00:00,29653.281517948773,TRAIL,0.14146791810583179,0.784,80.15603274865185,8802.94054615433,8883.096578902981,46
LONG,2023-04-14T01:00:00+00:00,30751.869144,2023-04-14T15:00:00+00:00,30374.9232350276,TRAIL,0.11040232013698559,0.6759999999999999,-46.67710769258033,8883.096578902981,8836.419471210402,14
LONG,2023-04-18T12:00:00+00:00,30386.666118,2023-04-19T08:00:00+00:00,29871.481024845765,TRAIL,0.15033734207990185,0.856,-84.24584484408074,8836.419471210402,8752.17362636632,20
SHORT,2023-04-21T20:00:00+00:00,27274.444020000003,2023-04-22T16:00:00+00:00,27698.920637569703,TRAIL,0.11900819150326042,1.0,-55.42290512395112,8752.17362636632,8696.75072124237,20
SHORT,2023-04-24T09:00:00+00:00,27180.302852,2023-04-25T18:00:00+00:00,27761.65684930687,TRAIL,0.15247676738471008,1.0,-94.92600752230808,8696.75072124237,8601.824713720061,33
LONG,2023-04-26T11:00:00+00:00,29004.609762,2023-04-26T12:00:00+00:00,29145.164899911648,TRAIL,0.12485146976016362,0.892,12.103451926040226,8601.824713720061,8613.928165646103,1
LONG,2023-04-26T13:00:00+00:00,29971.44309,2023-04-26T19:00:00+00:00,29145.164899911648,TRAIL,0.09434069232900925,0.892,-82.13448280372909,8613.928165646103,8531.793682842374,6
SHORT,2023-05-08T18:00:00+00:00,27524.494000000002,2023-05-10T12:00:00+00:00,27942.263159347516,TRAIL,0.1308007885483991,1.0,-60.08585715485551,8531.793682842374,8471.707825687517,42
SHORT,2023-05-11T18:00:00+00:00,26901.888546000002,2023-05-12T22:00:00+00:00,26858.0465738309,TRAIL,0.12556352632622605,1.0,0.44223735511245454,8471.707825687517,8472.15006304263,28
SHORT,2023-05-16T02:00:00+00:00,27019.235072,2023-05-17T17:00:00+00:00,27044.027258673115,TRAIL,0.1711034210684244,1.0,-11.1798348097105,8472.15006304263,8460.97022823292,39
LONG,2023-05-28T22:00:00+00:00,27840.597006,2023-05-29T15:00:00+00:00,27651.737086431105,TRAIL,0.19430372627454162,1.0,-44.78296158651985,8460.97022823292,8416.1872666464,17
SHORT,2023-05-31T05:00:00+00:00,27252.248460000003,2023-06-02T12:00:00+00:00,27239.11884312998,TRAIL,0.18198156556255182,1.0,-5.047970015357821,8416.1872666464,8411.139296631043,55
