window,test_start,test_end,bars,trades,profit_factor,sharpe,max_drawdown,win_rate,equity_start,equity_end
0,2019-06-30T00:00:00+00:00,2019-09-28T00:00:00+00:00,2152,8,1.9499753061250469,1.4987038768134202,-0.008452318720840069,0.5,10000.0,10138.538286898709
1,2019-09-28T00:00:00+00:00,2019-12-27T00:00:00+00:00,2156,5,1.3012874369089542,0.5606982310569345,-0.008806213826489717,0.4,10138.538286898709,10188.222076712465
2,2019-12-27T00:00:00+00:00,2020-03-26T00:00:00+00:00,2153,6,0.4778603582518736,-1.3582518454554806,-0.013520192343413284,0.16666666666666666,10188.222076712465,10112.358429939699
3,2020-03-26T00:00:00+00:00,2020-06-24T00:00:00+00:00,2158,6,1.0008726910388235,0.027005132416022752,-0.024447579778373973,0.3333333333333333,10112.358429939699,10112.591389711673
4,2020-06-24T00:00:00+00:00,2020-09-22T00:00:00+00:00,2157,8,1.6013899566878154,1.033481235716352,-0.013351043404308927,0.375,10112.591389711673,10228.736040061049
5,2020-09-22T00:00:00+00:00,2020-12-21T00:00:00+00:00,2159,9,0.8112679211044242,-0.452511795481666,-0.012360636560601934,0.2222222222222222,10228.736040061049,10181.479263647523
6,2020-12-21T00:00:00+00:00,2021-03-21T00:00:00+00:00,2153,5,0.245057788564983,-1.6779086470885647,-0.005468197118396523,0.6,10181.479263647523,10133.943774978634
7,2021-03-21T00:00:00+00:00,2021-06-19T00:00:00+00:00,2155,4,3.3460671202271532,1.9127183687811267,-0.005084272713060223,0.5,10133.943774978634,10256.91391996444
8,2021-06-19T00:00:00+00:00,2021-09-17T00:00:00+00:00,2156,5,0.5774479377836945,-1.081009620039733,-0.017365371953522724,0.2,10256.91391996444,10180.888655645058
9,2021-09-17T00:00:00+00:00,2021-12-16T00:00:00+00:00,2158,11,0.7584500280939732,-0.5886560644869522,-0.020826373512701557,0.36363636363636365,10180.888655645058,10116.743334797566
10,2021-12-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2160,7,1.074152947749095,0.1545412198178622,-0.009236765934334534,0.2857142857142857,10116.743334797566,10131.493903135968
11,2022-03-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2160,10,2.352212927231721,2.0304916263066817,-0.008051151748980523,0.4,10131.493903135968,10326.897607860012
12,2022-06-14T00:00:00+00:00,2022-09-12T00:00:00+00:00,2160,4,0.06572787523888758,-2.268052246626486,-0.0059307667210239945,0.25,10326.897607860012,10267.948269652032
13,2022-09-12T00:00:00+00:00,2022-12-11T00:00:00+00:00,2160,4,2.9246417660741115,1.2853978858788293,-0.003175707936354466,0.5,10267.948269652032,10331.295353171086
14,2022-12-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2160,10,3.509111836960096,2.8451051304366493,-0.013236024127617263,0.6,10331.295353171086,10910.596118763413
15,2023-03-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2159,7,1.501821572043517,0.7779409508705084,-0.014895769058194341,0.5714285714285714,10910.596118763413,10993.77190185896
16,2023-06-09T00:00:00+00:00,2023-09-07T00:00:00+00:00,2160,3,4.545307856502151,1.741791491013123,-0.004755035855628753,0.6666666666666666,10993.77190185896,11183.199757448372
17,2023-09-07T00:00:00+00:00,2023-12-06T00:00:00+00:00,2160,6,52.58605944434854,4.311835444056371,-0.001420785652962664,0.8333333333333334,11183.199757448372,12002.847033049926
18,2023-12-06T00:00:00+00:00,2024-03-05T00:00:00+00:00,2160,9,1.5278537091571267,0.9279198483201028,-0.009792690556576611,0.3333333333333333,12002.847033049926,12130.4767529424
19,2024-03-05T00:00:00+00:00,2024-06-03T00:00:00+00:00,2160,9,0.5706680804489195,-1.364525939398586,-0.03211358869410175,0.2222222222222222,12130.4767529424,11961.979226460426
20,2024-06-03T00:00:00+00:00,2024-09-01T00:00:00+00:00,2160,4,5.425499382543509,2.283540678913528,-0.004262318719204572,0.5,11961.979226460426,12323.258711671053
21,2024-09-01T00:00:00+00:00,2024-11-30T00:00:00+00:00,2160,12,0.40706976885963275,-2.6061563547523665,-0.024957120926645482,0.25,12323.258711671053,12091.846142087645
22,2024-11-30T00:00:00+00:00,2025-02-28T00:00:00+00:00,2160,7,1.6504119809949378,0.8656665408642624,-0.009207997966662607,0.2857142857142857,12091.846142087645,12194.533543171876
23,2025-02-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,2160,8,0.38408039195490884,-2.0929411704260277,-0.0345393281709202,0.125,12194.533543171876,11928.783138967752
24,2025-05-29T00:00:00+00:00,2025-08-27T00:00:00+00:00,2160,4,0.5126087905347705,-0.7131522050322779,-0.017907531360806583,0.25,11928.783138967752,11853.826949817314
25,2025-08-27T00:00:00+00:00,2025-11-25T00:00:00+00:00,2160,13,1.7520132573101495,1.4844931824683443,-0.02779035130896501,0.46153846153846156,11853.826949817314,12164.276646503624
