side,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,size_mult,pnl,equity_before,equity_after,bars_held
LONG,2023-12-08T15:00:00+00:00,43971.782598,2023-12-09T23:00:00+00:00,43688.565113196855,TRAIL,0.07462823279824034,0.604,-26.042473015545454,9798.253990144523,9772.211517128979,32
LONG,2023-12-13T20:00:00+00:00,42742.556802,2023-12-14T13:00:00+00:00,42399.432257601686,TRAIL,0.06704874830585524,0.73,-27.287569060961605,9772.211517128979,9744.923948068017,17
SHORT,2024-01-18T17:00:00+00:00,41940.600202,2024-01-19T18:00:00+00:00,41390.71851753762,TRAIL,0.12020912117482838,1.0,58.58790559714559,9744.923948068017,9803.511853665163,25
SHORT,2024-01-22T02:00:00+00:00,41355.107324,2024-01-23T23:00:00+00:00,39820.13367647041,TRAIL,0.1997031422262819,1.0,294.38084762211855,9803.511853665163,10097.892701287281,45
LONG,2024-01-28T05:00:00+00:00,42728.874066000004,2024-01-28T15:00:00+00:00,42147.15775469581,TRAIL,0.165931680375126,0.9279999999999999,-107.08788197401087,10097.892701287281,9990.80481931327,10
LONG,2024-01-29T17:00:00+00:00,43208.650002,2024-01-30T23:00:00+00:00,42839.282210190184,TRAIL,0.09612876179299067,0.91,-41.71062935669277,9990.80481931327,9949.094189956579,30
LONG,2024-02-09T03:00:00+00:00,46294.477044,2024-02-12T10:00:00+00:00,47740.23759477854,TRAIL,0.06586689197848976,0.604,90.58242323138661,9949.094189956579,10039.676613187965,79
LONG,2024-02-12T16:00:00+00:00,49927.78356,2024-02-13T13:00:00+00:00,49247.2094100114,TRAIL,0.05715574807819917,0.6399999999999999,-43.15004035067167,10039.676613187965,9996.526572837292,21
LONG,2024-02-14T10:00:00+00:00,51561.41022,2024-02-15T21:00:00+00:00,51405.83348809244,TRAIL,0.04349033628759432,0.5680000000000001,-10.12464443078842,9996.526572837292,9986.401928406503,35
LONG,2024-02-28T14:00:00+00:00,60466.850952,2024-02-28T17:00:00+00:00,60146.31587888485,TRAIL,0.022401680560099183,0.42399999999999993,-9.206977542249165,9986.401928406503,9977.194950864254,3
