side,entry_time,entry_price,entry_type,exit_time,exit_price,exit_reason,qty,size_mult,pnl,equity_before,equity_after,bars_held
SHORT,2025-09-25T09:00:00+00:00,112192.29705200001,LIMIT,2025-09-25T17:00:00+00:00,110972.23240195643,TRAIL,0.053495785159911574,0.892,56.314545107698024,9072.058428171746,9128.372973279444,8
SHORT,2025-09-26T00:00:00+00:00,108972.69110200001,FALLBACK_MKT,2025-09-28T15:00:00+00:00,109947.85289002152,TRAIL,0.026187262362531175,0.604,-29.836514880384506,9128.372973279444,9098.53645839906,63
LONG,2025-10-01T12:00:00+00:00,116615.11836,LIMIT,2025-10-05T02:00:00+00:00,122567.42980188964,TRAIL,0.05440882865967141,1.0,314.0980616597824,9098.53645839906,9412.634520058842,86
LONG,2025-10-05T09:00:00+00:00,124387.152456,LIMIT,2025-10-05T16:00:00+00:00,122355.73080744792,TRAIL,0.0269736583849304,0.5680000000000001,-59.78654226534154,9412.634520058842,9352.8479777935,7
LONG,2025-10-06T19:00:00+00:00,125844.36383999999,LIMIT,2025-10-07T07:00:00+00:00,123722.08616439132,TRAIL,0.028071661768991955,0.622,-64.83016981962743,9352.8479777935,9288.017807973873,12
LONG,2025-10-08T19:00:00+00:00,123374.67,LIMIT,2025-10-09T08:00:00+00:00,121122.01169550605,TRAIL,0.03224444020668705,0.82,-78.54844998060021,9288.017807973873,9209.469357993272,13
SHORT,2025-10-14T11:00:00+00:00,111033.698818,LIMIT,2025-10-14T18:00:00+00:00,113325.89289585696,TRAIL,0.028333619841415057,0.784,-69.71384513928857,9209.469357993272,9139.755512853983,7
SHORT,2025-10-16T22:00:00+00:00,108422.02125800001,FALLBACK_MKT,2025-10-17T16:00:00+00:00,107478.74327234556,TRAIL,0.01834737075725286,0.604,14.335762399747411,9139.755512853983,9154.09127525373,18
LONG,2025-10-27T07:00:00+00:00,115676.020578,LIMIT,2025-10-27T23:00:00+00:00,113957.91856900755,TRAIL,0.05304140481092504,0.982,-100.26562420889954,9154.09127525373,9053.82565104483,16
SHORT,2025-10-29T19:00:00+00:00,110937.808,LIMIT,2025-10-30T07:00:00+00:00,111405.29659089171,TRAIL,0.03618252165913142,1.0,-22.94861671354982,9053.82565104483,9030.87703433128,12
SHORT,2025-11-05T00:00:00+00:00,101476.93055399999,FALLBACK_MKT,2025-11-05T19:00:00+00:00,104458.31521618912,TRAIL,0.01274556279480639,0.514,-39.967995882375035,9030.87703433128,8990.909038448906,19
SHORT,2025-11-06T15:00:00+00:00,102363.163272,LIMIT,2025-11-07T17:00:00+00:00,102091.09751884367,TRAIL,0.02085112512980089,0.586,2.4755510312931186,8990.909038448906,8993.3845894802,26
SHORT,2025-11-16T16:00:00+00:00,94822.651676,LIMIT,2025-11-17T07:00:00+00:00,95683.74008441756,TRAIL,0.013690530160884293,0.2799999999999999,-13.74485695330643,8993.3845894802,8979.639732526894,15
SHORT,2025-11-17T18:00:00+00:00,92986.94889,LIMIT,2025-11-18T15:00:00+00:00,92601.80620078681,TRAIL,0.010897344380195578,0.352,2.6802140868836632,8979.639732526894,8982.319946613778,21
SHORT,2025-11-20T18:00:00+00:00,87470.45241,LIMIT,2025-11-23T01:00:00+00:00,85924.65540547934,TRAIL,0.008580001733882537,0.29799999999999993,12.147143234740025,8982.319946613778,8994.467089848518,55
