window,test_start,test_end,bars,trades,profit_factor,sharpe,max_drawdown,win_rate,equity_start,equity_end
0,2019-06-30T00:00:00+00:00,2019-09-28T00:00:00+00:00,2152,9,3.0857713155177895,2.3260964899653374,-0.005690675065447626,0.5555555555555556,10000.0,10201.793849216347
1,2019-09-28T00:00:00+00:00,2019-12-27T00:00:00+00:00,2156,4,0.36839913901724336,-1.8275922484076488,-0.01571459593095126,0.25,10201.793849216347,10048.464125843493
2,2019-12-27T00:00:00+00:00,2020-03-26T00:00:00+00:00,2153,5,0.18121295984378008,-2.0451059815525165,-0.010901587775435928,0.2,10048.464125843493,9958.593202544598
3,2020-03-26T00:00:00+00:00,2020-06-24T00:00:00+00:00,2158,4,1.6150408160078125,0.8812307343979384,-0.015276918218752211,0.5,9958.593202544598,10054.530475321822
4,2020-06-24T00:00:00+00:00,2020-09-22T00:00:00+00:00,2157,5,1.3846827197197409,0.6738012939602647,-0.015154132601491788,0.4,10054.530475321822,10127.0801320992
5,2020-09-22T00:00:00+00:00,2020-12-21T00:00:00+00:00,2159,4,3.8338828916993344,1.4738753434700596,-0.0037734803846767306,0.5,10127.0801320992,10237.769261120437
6,2020-12-21T00:00:00+00:00,2021-03-21T00:00:00+00:00,2153,4,0.3706471043750462,-1.2366178310072213,-0.006157050012334797,0.75,10237.769261120437,10198.00760306772
7,2021-03-21T00:00:00+00:00,2021-06-19T00:00:00+00:00,2155,4,3.1361667076716477,1.847988462602264,-0.005305327289129136,0.5,10198.00760306772,10315.537784182005
8,2021-06-19T00:00:00+00:00,2021-09-17T00:00:00+00:00,2156,4,0.6593210041745916,-0.757807475470378,-0.015020157670907697,0.25,10315.537784182005,10262.224673174833
9,2021-09-17T00:00:00+00:00,2021-12-16T00:00:00+00:00,2158,7,1.1448959416826605,0.25818073182035933,-0.01589337840995897,0.42857142857142855,10262.224673174833,10286.502498905626
10,2021-12-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2160,5,2.040247983536039,1.0582936370560128,-0.00638192309081953,0.4,10286.502498905626,10393.4164617628
11,2022-03-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2160,10,4.069498634051163,3.171590155800517,-0.00753773837097671,0.6,10393.4164617628,10706.07802866462
12,2022-06-14T00:00:00+00:00,2022-09-12T00:00:00+00:00,2160,4,0.0,-3.180849854224141,-0.01101135704567735,0.0,10706.07802866462,10588.189580932112
13,2022-09-12T00:00:00+00:00,2022-12-11T00:00:00+00:00,2160,4,1.031769568900627,0.05451745159944762,-0.004140906507478448,0.25,10588.189580932112,10589.72017840194
14,2022-12-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2160,8,3.2313314080096966,2.5902587096951533,-0.010003659541705456,0.5,10589.72017840194,11049.019884628911
15,2023-03-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2159,6,1.169115920039574,0.29974570813196366,-0.016223005391441836,0.5,11049.019884628911,11079.917409939839
16,2023-06-09T00:00:00+00:00,2023-09-07T00:00:00+00:00,2160,1,inf,2.0143073244222034,0.0,1.0,11079.917409939839,11203.798771265258
17,2023-09-07T00:00:00+00:00,2023-12-06T00:00:00+00:00,2160,4,inf,3.944433198799867,0.0,1.0,11203.798771265258,11794.080214779391
18,2023-12-06T00:00:00+00:00,2024-03-05T00:00:00+00:00,2160,6,0.7424764644366959,-0.5883363060294626,-0.015865662689811932,0.5,11794.080214779391,11741.731541493815
19,2024-03-05T00:00:00+00:00,2024-06-03T00:00:00+00:00,2160,5,0.0,-3.9771603671613023,-0.02224584855279843,0.0,11741.731541493815,11480.526759874127
20,2024-06-03T00:00:00+00:00,2024-09-01T00:00:00+00:00,2160,3,1.6755837948124241,0.7569954826545912,-0.011274913555497479,0.3333333333333333,11480.526759874127,11567.975641493851
21,2024-09-01T00:00:00+00:00,2024-11-30T00:00:00+00:00,2160,9,0.3330838364396632,-2.7900328532849628,-0.020395104361831673,0.2222222222222222,11567.975641493851,11353.33725774136
22,2024-11-30T00:00:00+00:00,2025-02-28T00:00:00+00:00,2160,7,2.489188734902438,1.4188697286009664,-0.004966284046771241,0.5714285714285714,11353.33725774136,11505.62380052668
23,2025-02-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,2160,6,0.7045327945470067,-0.6662785283840471,-0.01819294611620792,0.16666666666666666,11505.62380052668,11441.21746502027
24,2025-05-29T00:00:00+00:00,2025-08-27T00:00:00+00:00,2160,2,0.0,-2.8389202094217776,-0.01002338036434669,0.0,11441.21746502027,11326.537790537166
25,2025-08-27T00:00:00+00:00,2025-11-25T00:00:00+00:00,2160,9,1.890750032071223,1.180814001435145,-0.009072697850832423,0.4444444444444444,11326.537790537166,11464.40776416022
26,2025-11-25T00:00:00+00:00,2026-02-23T00:00:00+00:00,1338,1,0.0,-2.5596839745101825,-0.007230873398631932,0.0,11464.40776416022,11381.510083027284
