side,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,size_mult,pnl,equity_before,equity_after,bars_held
LONG,2022-03-24T15:00:00+00:00,43590.826422,2022-03-25T17:00:00+00:00,44032.633415980956,TRAIL,0.08682472735988336,1.0,32.65385954001447,9373.335359353498,9405.989218893512,26
LONG,2022-03-27T21:00:00+00:00,46125.013158,2022-03-30T01:00:00+00:00,46932.367866255234,TRAIL,0.09948626711408093,1.0,73.37725756215403,9405.989218893512,9479.366476455665,52
LONG,2022-04-01T15:00:00+00:00,46138.145784,2022-04-02T18:00:00+00:00,45702.2510185758,TRAIL,0.07999793557358237,1.0,-40.38096297111548,9479.366476455665,9438.98551348455,27
SHORT,2022-04-07T01:00:00+00:00,42885.72114,2022-04-08T14:00:00+00:00,43795.056528074914,TRAIL,0.04679984405942404,0.712,-45.59923951798339,9438.98551348455,9393.386273966566,37
SHORT,2022-04-08T23:00:00+00:00,42292.519804,2022-04-10T17:00:00+00:00,43002.80538292697,TRAIL,0.05879365994538582,0.766,-45.52140704952207,9393.386273966566,9347.864866917043,42
SHORT,2022-04-10T23:00:00+00:00,42103.507614,2022-04-13T13:00:00+00:00,40526.89589601647,TRAIL,0.07791250154282303,0.712,118.00930682910634,9347.864866917043,9465.87417374615,62
SHORT,2022-04-14T16:00:00+00:00,39956.017198,2022-04-15T14:00:00+00:00,40654.853893328116,TRAIL,0.056990160518715756,0.604,-43.27233530540433,9465.87417374615,9422.601838440745,22
SHORT,2022-04-20T19:00:00+00:00,40957.746812000005,2022-04-21T07:00:00+00:00,41925.66961806274,TRAIL,0.05804033173903389,0.586,-59.78649650060674,9422.601838440745,9362.815341940139,12
SHORT,2022-04-21T20:00:00+00:00,41210.576236,2022-04-25T14:00:00+00:00,39318.918355741705,TRAIL,0.053317828317831155,0.586,97.63884677031105,9362.815341940139,9460.45418871045,90
SHORT,2022-05-01T00:00:00+00:00,37623.27384,2022-05-01T15:00:00+00:00,38375.53287447834,TRAIL,0.05904286007042424,0.45999999999999996,-47.78091509218861,9460.45418871045,9412.67327361826,15
SHORT,2022-05-03T19:00:00+00:00,37756.237242,2022-05-04T07:00:00+00:00,38538.733153091416,TRAIL,0.06734290541862752,0.586,-56.54899186251703,9412.67327361826,9356.124281755743,12
SHORT,2022-05-05T19:00:00+00:00,36379.552634,2022-05-07T21:00:00+00:00,35699.168867012915,TRAIL,0.04218919211569413,0.586,26.424134186172893,9356.124281755743,9382.548415941916,50
SHORT,2022-05-08T03:00:00+00:00,34568.844848,2022-05-10T06:00:00+00:00,32136.329554153424,TRAIL,0.03991392715614194,0.42399999999999993,95.09438914077448,9382.548415941916,9477.64280508269,51
SHORT,2022-05-11T13:00:00+00:00,29323.43414,2022-05-11T13:00:00+00:00,31808.71175809513,TRAIL,0.012110283119218702,0.31599999999999995,-30.652661280873,9477.64280508269,9446.990143801817,0
SHORT,2022-05-11T21:00:00+00:00,28494.240012,2022-05-13T02:00:00+00:00,30106.434830095764,TRAIL,0.010137692323926308,0.31599999999999995,-16.78949174072593,9446.990143801817,9430.20065206109,29
SHORT,2022-05-27T18:00:00+00:00,28382.452374,2022-05-29T12:00:00+00:00,29405.60707359339,TRAIL,0.029105436264131836,0.31599999999999995,-31.0408239081722,9430.20065206109,9399.159828152919,42
SHORT,2022-06-01T15:00:00+00:00,31166.245504,2022-06-02T22:00:00+00:00,30662.841398123008,TRAIL,0.04475614752351236,0.4059999999999999,20.45500462559582,9399.159828152919,9419.614832778514,31
SHORT,2022-06-03T13:00:00+00:00,29525.44373,2022-06-05T16:00:00+00:00,30018.341436330087,TRAIL,0.034058412321535864,0.2799999999999999,-18.308288404314304,9419.614832778514,9401.3065443742,51
