window,test_start,test_end,bars,trades,profit_factor,sharpe,max_drawdown,win_rate,equity_start,equity_end
0,2019-06-30T00:00:00+00:00,2019-09-28T00:00:00+00:00,2152,8,3.2827612604734426,2.293828598608855,-0.005119290988198522,0.5,10000.0,10202.743394580202
1,2019-09-28T00:00:00+00:00,2019-12-27T00:00:00+00:00,2156,4,0.4002187587897825,-1.6926867994791746,-0.014808099457401691,0.25,10202.743394580202,10066.557369237944
2,2019-12-27T00:00:00+00:00,2020-03-26T00:00:00+00:00,2153,5,0.23773459960426854,-1.8649543717037766,-0.010182216327328186,0.2,10066.557369237944,9988.235678165975
3,2020-03-26T00:00:00+00:00,2020-06-24T00:00:00+00:00,2158,4,1.8045785796212168,1.056201072253242,-0.014277656394563576,0.5,9988.235678165975,10106.009973304182
4,2020-06-24T00:00:00+00:00,2020-09-22T00:00:00+00:00,2157,5,1.6250384394681883,0.9582359691834889,-0.013619381427740329,0.4,10106.009973304182,10212.431084421389
5,2020-09-22T00:00:00+00:00,2020-12-21T00:00:00+00:00,2159,4,4.201625075851981,1.5324027715182578,-0.003500730125964191,0.5,10212.431084421389,10332.838212889645
6,2020-12-21T00:00:00+00:00,2021-03-21T00:00:00+00:00,2153,4,0.4540683397849489,-1.0593791706597762,-0.005468197118396634,0.75,10332.838212889645,10301.915204505542
7,2021-03-21T00:00:00+00:00,2021-06-19T00:00:00+00:00,2155,4,3.264575380803418,1.8898916244184305,-0.005211188522548871,0.5,10301.915204505542,10425.593491497946
8,2021-06-19T00:00:00+00:00,2021-09-17T00:00:00+00:00,2156,4,0.7165002826264939,-0.5967409268751092,-0.013995246710371112,0.25,10425.593491497946,10383.809407246714
9,2021-09-17T00:00:00+00:00,2021-12-16T00:00:00+00:00,2158,8,1.1204301788818873,0.23159735351184565,-0.015102661074503976,0.5,10383.809407246714,10405.947752090537
10,2021-12-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2160,5,2.38913317159807,1.2302598895864973,-0.005744495527703952,0.4,10405.947752090537,10534.11419526451
11,2022-03-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2160,10,4.930482875176679,3.4152441708777346,-0.006587043279946969,0.6,10534.11419526451,10884.823578560858
12,2022-06-14T00:00:00+00:00,2022-09-12T00:00:00+00:00,2160,4,0.0,-3.1186828421860984,-0.009955051497001488,0.0,10884.823578560858,10776.464599300509
13,2022-09-12T00:00:00+00:00,2022-12-11T00:00:00+00:00,2160,4,1.7427683021926725,0.7784924799019263,-0.003175707936354577,0.5,10776.464599300509,10802.025756530842
14,2022-12-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2160,8,3.878703894488608,2.847671559322517,-0.008752760860033959,0.625,10802.025756530842,11348.620447445339
15,2023-03-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2159,6,1.3570206145853598,0.5629032178868304,-0.014897772284792499,0.5,11348.620447445339,11410.184576089874
16,2023-06-09T00:00:00+00:00,2023-09-07T00:00:00+00:00,2160,2,2.4282235533646035,1.1060162748163316,-0.004750461986108845,0.5,11410.184576089874,11488.502919436924
17,2023-09-07T00:00:00+00:00,2023-12-06T00:00:00+00:00,2160,4,inf,3.9401033291603684,0.0,1.0,11488.502919436924,12126.479753623891
18,2023-12-06T00:00:00+00:00,2024-03-05T00:00:00+00:00,2160,6,0.9054698231919599,-0.19016528333684554,-0.013617152552339307,0.5,12126.479753623891,12109.127260610006
19,2024-03-05T00:00:00+00:00,2024-06-03T00:00:00+00:00,2160,5,0.0,-3.8750424662032277,-0.02034832855298374,0.0,12109.127260610006,11862.726760621223
20,2024-06-03T00:00:00+00:00,2024-09-01T00:00:00+00:00,2160,3,1.8408102798434174,0.8657737062055201,-0.010490364267705221,0.3333333333333333,11862.726760621223,11967.360828288163
21,2024-09-01T00:00:00+00:00,2024-11-30T00:00:00+00:00,2160,10,0.3398963246444711,-2.8585064422877693,-0.023867233189726167,0.2,11967.360828288163,11728.72617445726
22,2024-11-30T00:00:00+00:00,2025-02-28T00:00:00+00:00,2160,8,1.6821652224798416,0.9063798311183258,-0.009207997966662607,0.375,11728.72617445726,11833.192528852189
23,2025-02-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,2160,6,0.8019689843789838,-0.4023883475918339,-0.016342684492822057,0.16666666666666666,11833.192528852189,11793.483943075544
24,2025-05-29T00:00:00+00:00,2025-08-27T00:00:00+00:00,2160,2,0.0,-2.838815890021537,-0.008817206743729322,0.0,11793.483943075544,11689.498356920594
25,2025-08-27T00:00:00+00:00,2025-11-25T00:00:00+00:00,2160,9,2.369800116221975,1.5460570472153234,-0.008509177349309116,0.5555555555555556,11689.498356920594,11885.124055818273
26,2025-11-25T00:00:00+00:00,2026-02-23T00:00:00+00:00,1338,2,0.0,-3.5912962510172854,-0.0144450393758635,0.0,11885.124055818273,11713.442970844955
