side,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,size_mult,pnl,equity_before,equity_after,bars_held
SHORT,2024-09-01T06:00:00+00:00,58264.354798,2024-09-02T11:00:00+00:00,58648.49250453116,TRAIL,0.0650964430756086,0.5680000000000001,-30.71395622832796,9992.580336653118,9961.86638042479,29
SHORT,2024-09-06T17:00:00+00:00,54413.355152,2024-09-08T21:00:00+00:00,54620.892175599685,TRAIL,0.025252368386263234,0.4959999999999999,-7.305831108904563,9961.86638042479,9954.560549315886,52
LONG,2024-09-23T00:00:00+00:00,63341.855838,2024-09-24T00:00:00+00:00,62936.90586539995,TRAIL,0.07396223773609523,1.0,-36.955900990265114,9954.560549315886,9917.60464832562,24
LONG,2024-09-24T21:00:00+00:00,64012.799999999996,2024-09-25T13:00:00+00:00,63278.68552635833,TRAIL,0.0744725318826759,0.9279999999999999,-61.781152954504144,9917.60464832562,9855.823495371116,16
LONG,2024-09-27T16:00:00+00:00,65999.1972,2024-09-30T00:00:00+00:00,65402.14335524571,TRAIL,0.06139306274704543,0.802,-42.70531221368016,9855.823495371116,9813.118183157436,56
SHORT,2024-10-01T21:00:00+00:00,61079.7816,2024-10-02T16:00:00+00:00,62269.41455044166,TRAIL,0.0539294678792396,1.0,-69.14538937272232,9813.118183157436,9743.972793784713,19
LONG,2024-10-04T17:00:00+00:00,62016.880896,2024-10-07T00:00:00+00:00,62768.66148357733,TRAIL,0.06868152605566533,1.0,45.205591903600585,9743.972793784713,9789.178385688314,55
LONG,2024-10-15T14:00:00+00:00,66513.3,2024-10-21T08:00:00+00:00,68428.294610481,TRAIL,0.036132276295341464,0.73,65.53630413483917,9789.178385688314,9854.714689823153,138
LONG,2024-10-24T01:00:00+00:00,67316.290566,2024-10-25T17:00:00+00:00,67183.11573697772,TRAIL,0.04746210675493947,0.6579999999999999,-11.108476837446954,9854.714689823153,9843.606212985705,40
LONG,2024-10-29T19:00:00+00:00,73004.598,2024-10-31T13:00:00+00:00,71473.10357509535,TRAIL,0.03745917614327527,0.604,-61.42753117900525,9843.606212985705,9782.1786818067,42
LONG,2024-11-07T19:00:00+00:00,76481.773296,2024-11-10T04:00:00+00:00,77600.69051091233,TRAIL,0.026113365902936957,0.514,26.200985830638952,9782.1786818067,9808.379667637339,57
LONG,2024-11-11T22:00:00+00:00,87403.9773,2024-11-12T10:00:00+00:00,85939.38813452677,TRAIL,0.01654570800330155,0.532,-26.383731208311044,9808.379667637339,9781.995936429028,12
LONG,2024-11-13T16:00:00+00:00,91845.455418,2024-11-13T21:00:00+00:00,88884.71960475376,TRAIL,0.009405502453554197,0.3879999999999999,-29.12210153426913,9781.995936429028,9752.873834894759,5
