side,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,size_mult,pnl,equity_before,equity_after,bars_held
SHORT,2021-09-21T01:00:00+00:00,42491.5,2021-09-22T16:00:00+00:00,43425.5683459591,TRAIL,0.021176878552649957,0.586,-21.1452434137221,9887.041545209599,9865.896301795876,39
SHORT,2021-09-24T13:00:00+00:00,41918.834556,2021-09-26T09:00:00+00:00,42683.73493116642,TRAIL,0.031185404838278426,0.694,-25.83250189537777,9865.896301795876,9840.063799900498,44
LONG,2021-10-03T21:00:00+00:00,48309.659999999996,2021-10-04T15:00:00+00:00,47057.39255295097,TRAIL,0.07979331001242049,1.0,-105.62980421284142,9840.063799900498,9734.433995687656,18
LONG,2021-10-04T19:00:00+00:00,48939.786,2021-10-08T20:00:00+00:00,53959.238074882036,TRAIL,0.051717071134541624,0.9279999999999999,255.60013290228008,9734.433995687656,9990.034128589936,97
LONG,2021-10-10T05:00:00+00:00,55500.097799999996,2021-10-12T16:00:00+00:00,55918.85571386777,TRAIL,0.04058079024003001,0.622,13.602425178038315,9990.034128589936,10003.636553767974,59
LONG,2021-11-09T05:00:00+00:00,67828.563,2021-11-09T16:00:00+00:00,66538.96064379493,TRAIL,0.021953013273529273,0.3879999999999999,-30.522986665907112,10003.636553767974,9973.113567102067,11
LONG,2021-11-10T18:00:00+00:00,68013.59999999999,2021-11-10T20:00:00+00:00,66053.627422022,TRAIL,0.028374344099764862,0.55,-58.46598858618136,9973.113567102067,9914.647578515885,2
SHORT,2021-11-18T17:00:00+00:00,57638.47,2021-11-19T16:00:00+00:00,58231.73448855528,TRAIL,0.038643198382503255,1.0,-26.28383379854036,9914.647578515885,9888.363744717346,23
SHORT,2021-11-22T19:00:00+00:00,56568.693998,2021-11-23T10:00:00+00:00,57913.1155414301,TRAIL,0.042856060120169535,1.0,-61.296289976307214,9888.363744717346,9827.067454741038,15
SHORT,2021-12-06T10:00:00+00:00,47717.664558,2021-12-06T21:00:00+00:00,49933.70309786041,TRAIL,0.01735892406312441,0.3879999999999999,-39.73938674124273,9827.067454741038,9787.328067999795,11
SHORT,2021-12-10T00:00:00+00:00,48038.390400000004,2021-12-10T13:00:00+00:00,49503.04653772703,TRAIL,0.025721107924115107,0.532,-39.554233960105854,9787.328067999795,9747.77383403969,13
