window,train_start,train_end,test_start,test_end,bars_test,equity_start,equity_end,return_pct,trades,profit_factor,max_drawdown,sharpe_approx,win_rate,avg_pnl,median_pnl,avg_hold_bars,long_trades,short_trades,avg_size_mult
0,2019-01-01T00:00:00+00:00,2019-06-30T00:00:00+00:00,2019-06-30T00:00:00+00:00,2019-09-28T00:00:00+00:00,2152,10000.0,10054.718722097308,0.005471872209730888,9,1.2082099555839736,-0.01652030168734453,0.44325214918620526,0.4444444444444444,6.079858010812013,-20.162803942133145,27.666666666666668,4,5,0.6679999999999999
1,2019-04-01T00:00:00+00:00,2019-09-28T00:00:00+00:00,2019-09-28T00:00:00+00:00,2019-12-27T00:00:00+00:00,2156,10054.718722097308,9917.933875851979,-0.01360404502860102,16,0.7679450202398642,-0.03357530915432838,-0.8329210165390883,0.4375,-8.549052890332922,-23.485993654673553,32.0,5,11,0.7929999999999999
2,2019-06-30T00:00:00+00:00,2019-12-27T00:00:00+00:00,2019-12-27T00:00:00+00:00,2020-03-26T00:00:00+00:00,2153,9917.933875851979,10262.404202955724,0.034732065308728854,15,2.253864724491094,-0.018818669530119236,1.8320520113246612,0.4666666666666667,22.964688473582974,-2.0467624101884265,39.53333333333333,9,6,0.7539999999999999
3,2019-09-28T00:00:00+00:00,2020-03-26T00:00:00+00:00,2020-03-26T00:00:00+00:00,2020-06-24T00:00:00+00:00,2158,10262.404202955724,10425.111973086137,0.015854741921347282,11,1.273101607814681,-0.02960993582130733,0.5402260895420625,0.2727272727272727,14.791615466401407,-30.629288234479965,27.0,6,5,0.7774545454545454
4,2019-12-27T00:00:00+00:00,2020-06-24T00:00:00+00:00,2020-06-24T00:00:00+00:00,2020-09-22T00:00:00+00:00,2157,10425.111973086137,10293.890545725708,-0.012587052081473593,11,0.6811973604241357,-0.03532838319008691,-1.0596484724581823,0.36363636363636365,-11.929220669129903,-31.840373537068835,25.09090909090909,7,4,0.8412727272727273
5,2020-03-26T00:00:00+00:00,2020-09-22T00:00:00+00:00,2020-09-22T00:00:00+00:00,2020-12-21T00:00:00+00:00,2159,10293.890545725708,10146.734685488356,-0.014295456084721492,13,0.6179873197647668,-0.025154702338934798,-1.267955613991993,0.15384615384615385,-11.319681556719244,-18.748568509687395,17.23076923076923,12,1,0.5486153846153846
6,2020-06-24T00:00:00+00:00,2020-12-21T00:00:00+00:00,2020-12-21T00:00:00+00:00,2021-03-21T00:00:00+00:00,2153,10146.734685488356,10044.58375204193,-0.010067370106022433,12,0.44893916460967237,-0.012634524517780465,-2.0353652774265187,0.4166666666666667,-8.51257778720235,-6.596578247914779,24.5,10,2,0.4584999999999999
7,2020-09-22T00:00:00+00:00,2021-03-21T00:00:00+00:00,2021-03-21T00:00:00+00:00,2021-06-19T00:00:00+00:00,2155,10044.58375204193,10207.734483971466,0.016242657332253385,6,2.3450126800300395,-0.010376019911465861,1.7050680814923376,0.6666666666666666,27.191788654922266,39.43610792830196,52.333333333333336,0,6,0.706
8,2020-12-21T00:00:00+00:00,2021-06-19T00:00:00+00:00,2021-06-19T00:00:00+00:00,2021-09-17T00:00:00+00:00,2156,10207.734483971466,9870.876815514821,-0.03300023810235175,13,0.27622037327604065,-0.03418149745840782,-3.5727462266233987,0.3076923076923077,-25.912128342819003,-37.70055012419359,24.615384615384617,6,7,0.7424615384615383
9,2021-03-21T00:00:00+00:00,2021-09-17T00:00:00+00:00,2021-09-17T00:00:00+00:00,2021-12-16T00:00:00+00:00,2158,9870.876815514821,9638.510395627489,-0.023540605787127578,18,0.6019028118906399,-0.03199327688599929,-1.4616379332758123,0.16666666666666666,-12.909245549296141,-31.384159272811807,29.38888888888889,10,8,0.717
