window,train_start,train_end,test_start,test_end,bars_test,equity_start,equity_end,return_pct,trades,profit_factor,max_drawdown,sharpe_approx,win_rate,avg_pnl,median_pnl,avg_hold_bars,long_trades,short_trades,avg_size_mult
10,2021-06-19T00:00:00+00:00,2021-12-16T00:00:00+00:00,2021-12-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2160,9638.510395627489,9373.335359353498,-0.027512035095618947,18,0.5161696774380062,-0.03637044694396796,-2.126801031669174,0.3333333333333333,-14.73194645966623,-31.05820686121826,23.0,3,15,0.624
11,2021-09-17T00:00:00+00:00,2022-03-16T00:00:00+00:00,2022-03-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2160,9373.335359353498,9401.3065443742,0.00298412293472361,18,1.064200976459476,-0.01387240485587704,0.25741018544544986,0.3888888888888889,1.553954723372553,-24.48047484259365,36.166666666666664,3,15,0.592
12,2021-12-16T00:00:00+00:00,2022-06-14T00:00:00+00:00,2022-06-14T00:00:00+00:00,2022-09-12T00:00:00+00:00,2160,9401.3065443742,9193.130444236474,-0.022143315841807065,13,0.38753125863536325,-0.02293450630047955,-2.6930335738795166,0.3076923076923077,-16.013546164440452,-23.405036589538692,25.615384615384617,3,10,0.5818461538461539
13,2022-03-16T00:00:00+00:00,2022-09-12T00:00:00+00:00,2022-09-12T00:00:00+00:00,2022-12-11T00:00:00+00:00,2160,9193.130444236474,8882.46219108772,-0.033793521698968654,14,0.16318292585114622,-0.03401002713918244,-4.721158289712087,0.21428571428571427,-22.19058951062538,-26.31897231708707,29.142857142857142,3,11,0.6477142857142857
14,2022-06-14T00:00:00+00:00,2022-12-11T00:00:00+00:00,2022-12-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2160,8882.46219108772,9076.011953542617,0.02179010259667602,20,1.298086449724803,-0.0314379029243016,0.9435752577987113,0.45,9.677488122744967,-20.241379593517603,21.4,15,5,0.9216999999999999
15,2022-09-12T00:00:00+00:00,2023-03-11T00:00:00+00:00,2023-03-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2159,9076.011953542617,8622.929154261525,-0.049920912577053334,14,0.181422062052675,-0.049920912577053334,-4.219702855296952,0.21428571428571427,-32.3630570915063,-38.70430782228618,22.857142857142858,9,5,0.9022857142857141
16,2022-12-11T00:00:00+00:00,2023-06-09T00:00:00+00:00,2023-06-09T00:00:00+00:00,2023-09-07T00:00:00+00:00,2160,8622.929154261525,8927.152369173566,0.03528072763553802,11,1.8427952078768974,-0.02616446629896474,1.2220736069098608,0.45454545454545453,27.656655901094783,-0.39341483946508937,31.0,4,7,0.9247272727272727
17,2023-03-11T00:00:00+00:00,2023-09-07T00:00:00+00:00,2023-09-07T00:00:00+00:00,2023-12-06T00:00:00+00:00,2160,8927.152369173566,9334.688599383364,0.04565131335912498,6,7.134245574994301,-0.007066839788404056,2.6797220657821956,0.8333333333333334,67.92270503496655,24.965402278165016,28.5,6,0,0.9189999999999999
18,2023-06-09T00:00:00+00:00,2023-12-06T00:00:00+00:00,2023-12-06T00:00:00+00:00,2024-03-05T00:00:00+00:00,2160,9334.688599383364,9414.237091473346,0.00852181529603846,16,1.1533825230162988,-0.022603883851475826,0.4529525166299296,0.3125,4.971780755623723,-25.403471693882,28.6875,13,3,0.746875
19,2023-09-07T00:00:00+00:00,2024-03-05T00:00:00+00:00,2024-03-05T00:00:00+00:00,2024-06-03T00:00:00+00:00,2160,9414.237091473346,8958.99413870311,-0.04835686082120849,18,0.3345236982496536,-0.05986768195037495,-3.642101717463108,0.16666666666666666,-25.291275153901932,-40.58139186194839,23.38888888888889,11,7,0.7250000000000001
20,2023-12-06T00:00:00+00:00,2024-06-03T00:00:00+00:00,2024-06-03T00:00:00+00:00,2024-09-01T00:00:00+00:00,2160,8958.99413870311,9267.876334805243,0.03447732985645713,10,2.201888342924637,-0.017994509601355513,1.6639405997780623,0.4,30.888219610213497,-24.306884344099835,27.0,3,7,0.8632
21,2024-03-05T00:00:00+00:00,2024-09-01T00:00:00+00:00,2024-09-01T00:00:00+00:00,2024-11-30T00:00:00+00:00,2160,9267.876334805243,8640.212027700934,-0.06772471755445564,19,0.17574378368026314,-0.06927845706757207,-5.194623078027827,0.2631578947368421,-33.034963531805694,-32.61484023005811,27.105263157894736,15,4,0.7347368421052631
22,2024-06-03T00:00:00+00:00,2024-11-30T00:00:00+00:00,2024-11-30T00:00:00+00:00,2025-02-28T00:00:00+00:00,2160,8640.212027700934,8343.376631738363,-0.034355105524135565,11,0.1426494554202257,-0.034355105524135565,-4.453811775703945,0.18181818181818182,-26.985035996597492,-36.482436678758155,22.818181818181817,5,6,0.7545454545454546
23,2024-09-01T00:00:00+00:00,2025-02-28T00:00:00+00:00,2025-02-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,2160,8343.376631738363,8481.979423539782,0.016612313925056466,12,1.3859924266769406,-0.02132275044882803,0.8066475405054103,0.3333333333333333,11.550232650118312,-27.365094197747762,33.25,6,6,0.7344999999999998
24,2024-11-30T00:00:00+00:00,2025-05-29T00:00:00+00:00,2025-05-29T00:00:00+00:00,2025-08-27T00:00:00+00:00,2160,8481.979423539782,7919.500872514095,-0.06631453849848501,14,0.1918008004838473,-0.06631453849848501,-4.701183697019107,0.14285714285714285,-40.17703935897758,-51.08392089017886,17.571428571428573,8,6,0.7904285714285715
25,2025-02-28T00:00:00+00:00,2025-08-27T00:00:00+00:00,2025-08-27T00:00:00+00:00,2025-11-25T00:00:00+00:00,2160,7919.500872514095,7994.011175851131,0.009408459514871126,15,1.2403327061390437,-0.028974256493024764,0.5112066840952082,0.4666666666666667,4.967353555802407,-2.703242326321792,31.6,5,10,0.6856000000000001
26,2025-05-29T00:00:00+00:00,2025-11-25T00:00:00+00:00,2025-11-25T00:00:00+00:00,2026-01-19T17:00:00+00:00,1337,7994.011175851131,7985.498753490085,-0.0010648499450139903,4,0.8792225111463171,-0.008816625971617142,-0.3026720620461417,0.5,-2.1281055902617503,-5.300937115308148,24.75,2,2,0.712
